group	journal	year	work_id	title	term_type	term	occurrences
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2898731212	In defense of sandcastles: Research thinking through visualization in digital humanities	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4312091562	The interpretation of topic models for scholarly analysis: An evaluation and critique of current practice	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4312091562	The interpretation of topic models for scholarly analysis: An evaluation and critique of current practice	strong	topic modeling	5
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2553684291	A digital corpus resource of authentic anonymized French text messages: 88milSMS—What about transcoding and linguistic annotation?	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4296023777	Digital History and the Politics of Digitization	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4296023777	Digital History and the Politics of Digitization	review_only	digitization	4
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2981601816	Mining ethnicity: Discourse-driven topic modelling of immigrant discourses in the USA, 1898–1920	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2981601816	Mining ethnicity: Discourse-driven topic modelling of immigrant discourses in the USA, 1898–1920	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2981601816	Mining ethnicity: Discourse-driven topic modelling of immigrant discourses in the USA, 1898–1920	strong	topic modeling	3
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2767791862	Non-representational approaches to modeling interpretation in a graphical environment	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2897397761	Christopher Marlowe: Hype and Hoax	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3213462364	Sustainability and complexity: Knowledge and authority in the digital humanities	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W2153895776	The sense of a connection: Automatic tracing of intertextuality by meaning	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3207608052	Encoding the haunting of an object catalogue: on the potential of digital technologies to perpetuate or subvert the silence and bias of the early-modern archive	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3207608052	Encoding the haunting of an object catalogue: on the potential of digital technologies to perpetuate or subvert the silence and bias of the early-modern archive	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3207608052	Encoding the haunting of an object catalogue: on the potential of digital technologies to perpetuate or subvert the silence and bias of the early-modern archive	review_only	digital archive	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4324302630	A multimodal turn in Digital Humanities. Using contrastive machine learning models to explore, enrich, and analyze digital visual historical collections	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2267464066	Why the quantitative analysis of diachronic corpora that does not consider the temporal aspect of time-series can lead to wrong conclusions	review_only	digitized books	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3171411547	Digital humanities, knowledge complexity, and the five ‘aporias’ of digital research	strong	digital humanities	6
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2274613125	Stylometry and collaborative authorship: Eddy, Lovecraft, and ‘The Loved Dead’	strong	stylometry	4
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4313418192	A systematic review of Wikidata in Digital Humanities projects	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2896375675	Robert Musil, a war journal, and stylometry: Tackling the issue of short texts in authorship attribution	strong	stylometry	3
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2896375675	Robert Musil, a war journal, and stylometry: Tackling the issue of short texts in authorship attribution	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3214140736	Lemmatization in the collaborative editorial workflow of a medieval French text: The digital edition of the <i>Histoire ancienne jusqu’à César</i>	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3037647250	Who wrote <i>Wuthering Heights</i>?	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2737332204	Presenting the Bangor Autoglosser and the Bangor Automated Clause-Splitter	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2539360289	Stylometric analysis of Early Modern period English plays	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2790664352	Stylometry approaching Parnassus	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W3105140683	Challenging stylometry: The authorship of the baroque play <i>La Segunda Celestina</i>	strong	stylometry	4
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4393265063	Towards a ‘synergy’ of text mining and critical discourse analysis: a corpus-assisted discourse study of imagining China in Hong Kong political discourse	strong	text mining	4
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4408141280	Tech-empowered equity: advancing linguistic justice through digital scholarship	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2013	https://openalex.org/W2032464653	Exploring entity recognition and disambiguation for cultural heritage collections	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2013	https://openalex.org/W2036699209	Factoid-based prosopography and computer ontologies: towards an integrated approach	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2013	https://openalex.org/W2036699209	Factoid-based prosopography and computer ontologies: towards an integrated approach	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2901924367	Toward a model for digital tool criticism: Reflection as integrative practice	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2256636633	Engaging the museum space: Mobilizing visitor engagement with digital content creation	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2340581292	Trading Consequences: A Case Study of Combining Text Mining and Visualization to Facilitate Document Exploration	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2340581292	Trading Consequences: A Case Study of Combining Text Mining and Visualization to Facilitate Document Exploration	strong	text mining	3
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2340581292	Trading Consequences: A Case Study of Combining Text Mining and Visualization to Facilitate Document Exploration	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2944733384	The visual side of digital humanities: a survey on topics, researchers, and epistemic cultures	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2526593884	Modelling in digital humanities: Signs in context	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3206765081	The use of AR to preserve and popularize traditional Chinese musical instruments as part of the formation of the tourist attractiveness of the national art of Guizhou province	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2217516311	Exploratory Thematic Analysis for Digitized Archival Collections	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2217516311	Exploratory Thematic Analysis for Digitized Archival Collections	strong	topic modeling	4
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W352046256	The value of critical destruction: Evaluating multispectral image processing methods for the analysis of primary historical texts	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2500509772	Poe or Not Poe? A Stylometric Analysis of Edgar Allan Poe’s Disputed Writings	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2899838234	Digital, digitized, and numerical humanities	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2899838234	Digital, digitized, and numerical humanities	review_only	digital archive	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W1917410257	Visual Linguistic Analysis of Political Discussions: Measuring Deliberative Quality	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2586096704	‘Making such bargain’: Transcribe Bentham and the quality and cost-effectiveness of crowdsourced transcription1	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4285388465	Bias and representativeness in digitized newspaper collections: Introducing the environmental scan	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4313706882	‘Smart Museum’ in China: From technology labs to sustainable knowledgescapes	review_only	digitization	2
Comparanda	Digital Scholarship in the Humanities	2013	https://openalex.org/W2069813268	Assessing and measuring impact of a digital collection in the humanities: An analysis of the SPHERE (Stormont Parliamentary Hansards: Embedded in Research and Education) Project	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2514031637	Lemmatization for variation-rich languages using deep learning	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2514031637	Lemmatization for variation-rich languages using deep learning	strong	word embedding	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2325553602	<i>ProppLearner</i>: Deeply Annotating a Corpus of Russian Folktales to Enable the Machine Learning of a Russian Formalist Theory	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2901175218	Digital tools in the humanities: Some fundamental provocations?	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2902626256	How statistics and text mining can be applied to literary studies?	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3202674156	Research trends on big data domain using text mining algorithms	strong	text mining	2
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3202674156	Research trends on big data domain using text mining algorithms	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2758848126	CorpusTracer: A CIDOC database for tracing knowledge networks	review_only	database	3
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2896255421	Marlowe and overreaching: A misuse of stylometry	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3107248055	Public perception of COVID-19’s global health crisis on Twitter until 14 weeks after the outbreak	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2808913931	How are ‘immigrant workers’ represented in Korean news reporting?—A text mining approach to critical discourse analysis	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2808913931	How are ‘immigrant workers’ represented in Korean news reporting?—A text mining approach to critical discourse analysis	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2808913931	How are ‘immigrant workers’ represented in Korean news reporting?—A text mining approach to critical discourse analysis	strong	text mining	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3198975419	A data-driven approach to studying changing vocabularies in historical newspaper collections	strong	word embedding	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4313332343	Bertalign: Improved word embedding-based sentence alignment for Chinese–English parallel corpora of literary texts	strong	word embedding	2
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2767644016	Unsupervised identification of text reuse in early Chinese literature	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3107685290	Big data or not enough? Zeta test reliability and the attribution of <i>Henry VI</i>	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2910098727	Understanding memories of the Holocaust—A new approach to neural networks in the digital humanities	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3107757275	Reflections on the Development of Digital Humanities	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W3159643609	Communists spoke differently: An analysis of Czechoslovak and Czech annual presidential speeches	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3198248383	Linguistic features evaluation for hadith authenticity through automatic machine learning	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3208451479	Shanghai memory as a digital humanities platform to rebuild the history of the city	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3208451479	Shanghai memory as a digital humanities platform to rebuild the history of the city	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4210759003	A survey of computational methods for iconic image analysis	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3019682207	The Marlowe corpus revisited	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2134764887	Towards an intellectual history of digitization: Myths, dystopias, and discursive shifts in museum computing	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2134764887	Towards an intellectual history of digitization: Myths, dystopias, and discursive shifts in museum computing	review_only	digitization	3
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4213452555	Mahalanobis distance with an adapted within-author covariance matrix: An authorship verification experiment	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4366453415	Web archive analytics: Blind spots and silences in distant readings of the archived web	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4366453415	Web archive analytics: Blind spots and silences in distant readings of the archived web	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4366813875	Provenance visualization: Tracing people, processes, and practices through a data-driven approach to provenance	review_only	digitization	2
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2788611074	Accessing Russian culture online: The scope of digitization in museums across Russia	review_only	digitization	5
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3213971470	Noisy medieval data, from digitized manuscript to stylometric analysis: Evaluating Paul Meyer’s hagiographic hypothesis	strong	stylometry	3
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4288801862	Digital Humanities and disability: A systematic literature review of cultural accessibility for people with disability	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4288801862	Digital Humanities and disability: A systematic literature review of cultural accessibility for people with disability	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390630142	Networks as interpretative frameworks: using co-citation analysis to explore large corpora of early modern letters	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390630142	Networks as interpretative frameworks: using co-citation analysis to explore large corpora of early modern letters	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4382874269	Reconstruction of cultural memory through digital storytelling: A case study of Shanghai Memory project	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4292457759	Stylometric similarity in literary corpora: Non-authorship clustering and<i>Deutscher Novellenschatz</i>	strong	stylometry	4
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4297060908	Integrating traditional ritual dance and minority culture of Western Hunan into dance instruction: Utilizing information technology to preserve China’s intangible heritage	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4313477049	Exploring the possibilities of Thomson’s fourth paradigm transformation—The case for a multimodal approach to digital oral history?	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3161819514	Stylometric analysis of Trump’s tweets	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3209687825	Uncovering Environmental Change in the English Lake District: Using Computational Techniques to Trace the Presence and Documentation of Historical Flora	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3209687825	Uncovering Environmental Change in the English Lake District: Using Computational Techniques to Trace the Presence and Documentation of Historical Flora	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4393905983	Mining themes, emotions, and stance in the news coverage of the Russia–Ukraine War from Reuters and Xinhua	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4403970797	Approaches to Digital Humanities Pedagogy: a systematic literature review within educational practice	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3203150432	Embedding creativity into digital resources: Improving information discovery for art history	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4313418226	Generating a sentiment dictionary in R and dictionary-based sentiment analysis in Turkish texts	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4388964122	Retranslated Chinese classical canon <i>Journey to the West</i>: a stylometric comparison between Julia Lovell’s retranslation and Arthur Waley’s translation	strong	stylometry	3
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4403363566	Representation of migrant workers in Chinese newspapers: combining topic modeling and critical discourse analysis	strong	topic modeling	2
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4404745894	Defining digital humanities and examining its relationship with linguistics through the lens of <i>Digital Scholarship in the Humanities</i>	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4309112981	Whose Language? Whose DH? Towards a taxonomy of definitional elusiveness in the digital humanities	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3213663281	Visual exploration of historical maps	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4399387278	Cross-linguistic authorship attribution and gender profiling. Machine translation as a method for bridging the language gap	strong	word embedding	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4407869496	Digital debating cultures: communicative practices on Reddit	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4409395937	XunZi-MLLM: a multimodal large language model for ancient text and image recognition	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387393684	Metaphor repositories: the case of the mental health metaphor dictionary	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390718119	Topic modelling literary interviews from <i>The Paris Review</i>	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390718119	Topic modelling literary interviews from <i>The Paris Review</i>	strong	topic modeling	3
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4392928723	Retractions in arts and humanities: an analysis of the retraction notices	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4402969608	Code review in digital humanities	strong	digital humanities	5
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4409721188	Beyond the surface: stylometric analysis of GPT-4o’s capacity for literary style imitation	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4409721188	Beyond the surface: stylometric analysis of GPT-4o’s capacity for literary style imitation	strong	word embedding	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387358354	In search of founding era registers: automatic modeling of registers from the corpus of Founding Era American English	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2603039744	Enabling complex analysis of large-scale digital collections: humanities research, high-performance computing, and transforming access to British Library digital collections	review_only	digitized books	1
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2336074959	Using Social Network Analysis to Reveal Unseen Relationships in Medieval Scotland	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2762845916	Digital palaeography: What is digital about it?	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2761918830	Analysing and understanding news consumption patterns by tracking online user behaviour with a multimodal research design	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2307346263	Other Worlds, Other DHs: Notes towards a DH Accent	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2005	https://openalex.org/W1979471112	The Role of the Professional Intermediary in Expanding the Humanities Computing Base	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2013	https://openalex.org/W2096394736	Oral History and the Hidden Histories project: towards histories of computing in the humanities	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2556755379	DivaServices—A RESTful web service for Document Image Analysis methods	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2338331468	Research through design and digital humanities in practice: What, how and who in an archive research project	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2767538106	Do language combinations affect translators’ stylistic visibility in translated texts?	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W4236183389	Trump’s and Biden’s styles during the 2020 US presidential election	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2522997537	Project-based digital humanities and social, digital, and scholarly editions	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2786917897	Dialogism in the novel: A computational model of the dialogic nature of narration and quotations	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2912974880	Digital dance scholarship: Biomechanics and culturally situated dance analysis	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3207232223	Infrastructuring digital humanities: On relational infrastructure and global reconfiguration of the field	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4225957042	Are translated Chinese <i>Wuxia</i> fiction and western heroic literature similar? A stylometric analysis based on stylistic panoramas	strong	stylometry	4
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W1863916568	Metaphor, Popular Science, and Semantic Tagging: Distant reading with the<i>Historical Thesaurus of English</i>	strong	distant reading	2
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W2139350070	A model for a virtual<i>LdoD</i>	review_only	digital archive	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2806849745	History playground: A tool for discovering temporal trends in massive textual corpora	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2970002538	Automatic detection and visualization of garment color in Western portrait paintings	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2981649133	Author identification of short texts using dependency treebanks without vocabulary	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3208711032	Topic modelling on archive documents from the 1970s: global policies on refugees	strong	topic modeling	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3210441797	Understanding the Middle East through the eyes of Japan’s Newspapers: A topic modelling and sentiment analysis approach	strong	topic modeling	3
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4306147333	Translator attribution for Arabic using machine learning	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4306147333	Translator attribution for Arabic using machine learning	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2779874765	‘Proper’ pro-nun-ʃha-ʃhun1 in Eighteenth-Century English: ECEP as a New Tool for the Study of Historical Phonology and Dialectology	review_only	database	3
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2994335404	A small set of stylometric features differentiates Latin prose and verse	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4205847254	WebGIS approach of entity-oriented search to visualize historical and cultural events	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4214810628	Digital humanities or humanities in digital: revisiting scholarly primitives	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4214810628	Digital humanities or humanities in digital: revisiting scholarly primitives	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W4253719490	Rural versus urban fiction in contemporary Chinese literature - Quantitative approach case study	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4362715621	Hacking stylometry with multiple voices: Imaginary writers can override authorial signal in Delta	strong	stylometry	6
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3207517038	Vector hermeneutics: On the interpretation of vector space models of text	strong	computational literary studies	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4294636810	Enriching contextualized semantic representation with textual information transmission for COVID-19 fake news detection: A study on English and Persian	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4389003057	Image classification for historical documents: a study on Chinese local gazetteers	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W3005666589	The Grimm Brothers: A stylometric network analysis	strong	stylometry	3
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3213730472	Gender inequality and female body language in children’s literature	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4226016355	Multichannel convolutional neural networks for detecting COVID-19 fake news	strong	word embedding	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4226242284	Foucault’s archeological discourse analysis with digital methodology—Discourse on women prior to the first wave women’s movement	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4384643938	Computational emotion classification for genre corpora of German tragedies and comedies from 17th to early 19th century	strong	computational literary studies	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387781250	One-third of a century on: the state of the art, pitfalls, and the way ahead relating to digital humanities approaches to translation and interpreting studies	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390719376	Constructing a digital system of historical geographic information from the perspective of digital humanities: a case study of the historical geographic information database of Tibetan Buddhist monasteries	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390719376	Constructing a digital system of historical geographic information from the perspective of digital humanities: a case study of the historical geographic information database of Tibetan Buddhist monasteries	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3213260946	Lessons learned in a large-scale project to digitize and computationally analyze musical scores	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4225679515	LERA—an interactive platform for synoptical representations of multiple text witnesses	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4225716654	Seeing various adventures through a mirror: Detecting translator’s stylistic visibility in Chinese translations of<i>Alice’s Adventure in Wonderland</i>	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387381155	Identifying social norm violation in movie plots: from Borat to American Pie	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4407847151	Can machine translation of literary texts fool stylometry?	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2945601309	FAST: Fast and Accurate Synoptic Texts	strong	word embedding	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3209307503	Motivation to engage in crowdsourcing: Towards the synthetic psychological–sociological model	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4311466230	From sentiment to style: Charles Stewart Parnell’s rhetoric in the first crisis of the UK	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4403445721	From past to future: digital methods towards artefact analysis	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2762511172	Computer stylometry of C. S. Lewis’s The Dark Tower and related texts	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3212750671	Diachronic delta: A computational method for analysing periods of accelerated change in literary datasets	strong	computational literary studies	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3214242324	Exploring Spanish contemporary song lyrics through Digital Humanities methods: Some thematic and structural properties	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3214242324	Exploring Spanish contemporary song lyrics through Digital Humanities methods: Some thematic and structural properties	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4366758251	A new approach for the construction of historical databases—NoSQL Document-oriented databases: the example of<i>AtlantoCracies</i>	review_only	database	5
