group	journal	year	work_id	title	term_type	term	occurrences
Comparanda	American Historical Review	2015	https://openalex.org/W2501306134	Dale T. Graden.<i>Disease, Resistance, and Lies: The Demise of the Transatlantic Slave Trade to Brazil and Cuba</i>.	review_only	database	1
Comparanda	American Historical Review	2016	https://openalex.org/W2560357545	Nancy Shoemaker. <i>Native American Whalemen and the World: Indigenous Encounters and the Contingency of Race</i> .	review_only	database	1
Comparanda	American Historical Review	2017	https://openalex.org/W2587187695	Thematic Digital History Archives and Their Wicked Problems: China, America and the Pacific	strong	digital humanities	1
Comparanda	American Historical Review	2017	https://openalex.org/W2587187695	Thematic Digital History Archives and Their Wicked Problems: China, America and the Pacific	review_only	digital archive	1
Comparanda	American Historical Review	2017	https://openalex.org/W2626244985	Rebecca Lemov. Database of Dreams: The Lost Quest to Catalog Humanity.	review_only	database	2
Comparanda	American Historical Review	2017	https://openalex.org/W2626496660	Jason D. Hansen. Mapping the Germans: Statistical Science, Cartography, and the Visualization of the German Nation, 1848–1914.	strong	digital humanities	1
Comparanda	American Historical Review	2017	https://openalex.org/W2626496660	Jason D. Hansen. Mapping the Germans: Statistical Science, Cartography, and the Visualization of the German Nation, 1848–1914.	review_only	database	1
Comparanda	American Historical Review	2017	https://openalex.org/W2775514349	Mary Anne Poutanen. Beyond Brutal Passions: Prostitution in Early Nineteenth-Century Montreal.	review_only	database	1
Comparanda	American Historical Review	2018	https://openalex.org/W2791726736	Patrick Spero. Frontier Country: The Politics of War in Early Pennsylvania.	review_only	database	1
Comparanda	American Historical Review	2018	https://openalex.org/W2795758936	Robert J. Antony. Unruly People: Crime, Community, and State in Late Imperial South China.	review_only	database	1
Comparanda	American Historical Review	2018	https://openalex.org/W2807455468	Iain A. MacInnes. Scotland’s Second War of Independence, 1332–1357.	review_only	database	1
Comparanda	American Historical Review	2018	https://openalex.org/W2914919516	P<scp>aul</scp> O<scp>cobock</scp>. <i>An Uncertain Age: The Politics of Manhood in Kenya</i>.	review_only	database	1
Comparanda	American Historical Review	2019	https://openalex.org/W2925795706	C<scp>arole</scp> F<scp>ink</scp>. <i>Writing 20th Century International History: Explorations and Examples</i>.	review_only	digital archive	1
Comparanda	American Historical Review	2001	https://openalex.org/W2945736959	<scp>David Eltis</scp> <i>et al</i>. <i>The Trans-Atlantic Slave Trade: A Database on CD-ROM</i>. New York: Cambridge University Press. 2000. $195.00	review_only	database	3
Comparanda	American Historical Review	2019	https://openalex.org/W2979375430	Jeffrey Shandler. Holocaust Memory in the Digital Age: Survivors’ Stories and New Media Practices.	review_only	database	1
Comparanda	American Historical Review	2019	https://openalex.org/W3016388506	Mark Curran. The French Book Trade in Enlightenment Europe I: Selling Enlightenment.Simon Burrows. The French Book Trade in Enlightenment Europe II: Enlightenment Bestsellers.	strong	digital humanities	1
Comparanda	American Historical Review	2019	https://openalex.org/W3016388506	Mark Curran. The French Book Trade in Enlightenment Europe I: Selling Enlightenment.Simon Burrows. The French Book Trade in Enlightenment Europe II: Enlightenment Bestsellers.	review_only	database	1
Comparanda	American Historical Review	2020	https://openalex.org/W3093852428	Jean Barman. Iroquois in the West.	review_only	database	1
Comparanda	American Historical Review	2020	https://openalex.org/W3114810256	K. J. K<scp>esselring</scp>. <i>Making Murder Public: Homicide in Early Modern England, 1480–1680</i>.	review_only	digitization	1
Comparanda	American Historical Review	2021	https://openalex.org/W3189932184	C<scp>olin</scp> K<scp>oopman</scp>. <i>How We Became Our Data: A Genealogy of the Informational Person</i>.	review_only	database	1
Comparanda	American Historical Review	2021	https://openalex.org/W3213296043	J<scp>ames</scp> E. K<scp>elly</scp>. <i>English Convents in Catholic Europe, c. 1600–1800</i>.	review_only	database	1
Comparanda	American Historical Review	2019	https://openalex.org/W4212928325	The Slave Societies Digital Archive. https://www.slavesocieties.org/	review_only	digital archive	2
Comparanda	American Historical Review	2019	https://openalex.org/W4212928325	The Slave Societies Digital Archive. https://www.slavesocieties.org/	review_only	database	2
Comparanda	American Historical Review	2019	https://openalex.org/W4213070024	Freedom on the Move: A Database of Fugitives from American Slavery. https://freedomonthemove.org/.	review_only	database	3
Comparanda	American Historical Review	2022	https://openalex.org/W4226377230	Inside the History Lab	strong	digital humanities	1
Comparanda	American Historical Review	2022	https://openalex.org/W4312701105	Ronit Ricci. <i>Banishment and Belonging: Exile and Diaspora in Sarandib, Lanka and Ceylon</i>.	review_only	digitization	1
Comparanda	American Historical Review	2024	https://openalex.org/W4392739172	Word Embedding Models and the Hybridity of Newspaper Genres	strong	word embedding	2
Comparanda	American Historical Review	2024	https://openalex.org/W4405226173	Exploring Submerged Resilience	review_only	digital archive	1
Comparanda	American Historical Review	2024	https://openalex.org/W4405226297	Love, Joy, and Hope	strong	digital humanities	1
Comparanda	American Historical Review	2025	https://openalex.org/W4414314132	Todd Presner. <i>Ethics of the Algorithm: Digital Humanities and Holocaust Memory</i>	strong	digital humanities	1
Comparanda	History and Theory	2009	https://openalex.org/W2001713766	DIGITALIZING HISTORICAL CONSCIOUSNESS	review_only	digital archive	1
Comparanda	History and Theory	2010	https://openalex.org/W2157573876	WHEN THE MONOGRAPH IS NO LONGER THE MEDIUM: HISTORICAL NARRATIVE IN THE ONLINE AGE<sup>1</sup>	review_only	digitization	1
Comparanda	History and Theory	2022	https://openalex.org/W4309526700	THE PROPERTIES OF DIGITAL HISTORY	review_only	digital archive	1
