review_priority	group	journal	year	title	dh_terms	dh_term_occurrences	review_candidate_reason	duplicate_count	work_id	doi	type	has_abstract	manual_class	manual_note
review_candidate	Comparanda	Digital Scholarship in the Humanities	2023	Some stylometric remarks on Ovid’s<i>Heroides</i>and the<i>Epistula Sapphus</i>	stylometry	2	italic_metadata	1	https://openalex.org/W4315929201	https://doi.org/10.1093/llc/fqac098	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2023	What can digital humanities do for literary adaptation studies: distant reading of children’s editions of <i>Robinson Crusoe</i>	digital humanities; distant reading	8	italic_metadata	1	https://openalex.org/W4387516744	https://doi.org/10.1093/llc/fqad059	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2024	Ancient classical theatre from the digital humanities: a systematic review 2010–21	digital humanities	1	review_marker	1	https://openalex.org/W4400161616	https://doi.org/10.1093/llc/fqae033	review	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2024	Approaches to Digital Humanities Pedagogy: a systematic literature review within educational practice	digital humanities	2	review_marker	1	https://openalex.org/W4403970797	https://doi.org/10.1093/llc/fqae054	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2024	Code review in digital humanities	digital humanities	5	review_marker	1	https://openalex.org/W4402969608	https://doi.org/10.1093/llc/fqae052	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2024	Defining digital humanities and examining its relationship with linguistics through the lens of <i>Digital Scholarship in the Humanities</i>	digital humanities	2	italic_metadata	1	https://openalex.org/W4404745894	https://doi.org/10.1093/llc/fqae075	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2024	Topic modelling literary interviews from <i>The Paris Review</i>	digital humanities; topic modeling	4	review_marker;italic_metadata	1	https://openalex.org/W4390718119	https://doi.org/10.1093/llc/fqad098	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2024	Translator attribution of <i>Hongloumeng</i>: using entropy-based features and machining learning algorithm	stylometry	1	italic_metadata	1	https://openalex.org/W4404749668	https://doi.org/10.1093/llc/fqae074	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2024	Who wrote the first <i>Constitutions</i> of Freemasonry?	stylometry	1	italic_metadata	1	https://openalex.org/W4399262523	https://doi.org/10.1093/llc/fqae023	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2025	Improving topic modeling for literary studies: a hybrid model combined with Word2Vec visualization in the case of <i>Robinson Crusoe</i>	topic modeling	4	italic_metadata	1	https://openalex.org/W4407397900	https://doi.org/10.1093/llc/fqaf002	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2025	Mapping the intersection of digital technologies and humanities: a multidisciplinary scoping review of the digital humanities movement in Thailand	digital humanities	3	review_marker	1	https://openalex.org/W4415283267	https://doi.org/10.1093/llc/fqaf117	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2025	Modeling “worth by association” in US book reviews, 1905–25	cultural analytics	1	review_marker	1	https://openalex.org/W4408140044	https://doi.org/10.1093/llc/fqaf012	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2025	The most important affairs of the state are sacrifice and war: digital visualization of the scattered early Zhou epics in the <i>Book of Songs</i>	text mining	1	italic_metadata	1	https://openalex.org/W4409033410	https://doi.org/10.1093/llc/fqaf027	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2025	Who wrote <i>Els quaderns d’en Marc</i> ? A stylometric inquiry into twentieth-century Catalan popular literature	stylometry	3	italic_metadata	1	https://openalex.org/W4417182799	https://doi.org/10.1093/llc/fqaf096	article	1		
review_candidate	Specialist	James Joyce Quarterly	2012	Camp Ulysses : Versioning, Collation, and the Digital Ulysses , University of Victoria, 6–15 June 2013	digital humanities; distant reading	3	publisher_marker	1	https://openalex.org/W2016105949	https://doi.org/10.1353/jjq.2012.0009	article	1		
review_candidate	Specialist	James Joyce Quarterly	2021	Modernism and Close Reading ed. by David James	distant reading	1	edited_by	1	https://openalex.org/W3170487062	https://doi.org/10.1353/jjq.2021.0013	article	1		
review_candidate	Specialist	James Joyce Quarterly	2023	"""Ulysses"" By Numbers by Eric Bulson (review)"	distant reading	1	review_marker	1	https://openalex.org/W4398226639	https://doi.org/10.1353/jjq.2023.a927929	article	1		
review_candidate	Literary / critical	Modern Philology	2014	<i>David Scott Wilson-Okamura</i> Spenser’s International Style<i>Spenser’s International Style</i>. David Scott Wilson-Okamura. Cambridge: Cambridge University Press, 2013. Pp. vii+235.	digital humanities; stylometry	2	pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W460800148	https://doi.org/10.1086/678500	article	1		
review_candidate	Literary / critical	Modern Philology	2014	<i>Eric Hayot</i> On Literary Worlds<i>On Literary Worlds</i>. Eric Hayot. New York: Oxford University Press, 2012. Pp. x+202.	digital humanities	1	pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W2330143941	https://doi.org/10.1086/675899	article	1		
review_candidate	Literary / critical	Modern Philology	2014	<i>Roland Greene</i> Five Words: Critical Semantics in the Age of Shakespeare and Cervantes<i>Five Words: Critical Semantics in the Age of Shakespeare and Cervantes</i>. Roland Greene. Chicago: University of Chicago Press, 2013. Pp. vii+210.	digital humanities	1	pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W2336150231	https://doi.org/10.1086/678502	article	1		
review_candidate	Literary / critical	Modern Philology	2015	<i>Old Books, New Technologies: The Representation, Conservation and Transformation of Books since 1700</i>. David McKitterick. Cambridge: Cambridge University Press, 2013. Pp. x+286.	digital humanities	1	pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W4231452927	https://doi.org/10.1086/683376	article	1		
review_candidate	Literary / critical	Modern Philology	2016	<i>Metaphors of Mind: An Eighteenth-Century Dictionary</i>. Brad Pasanek. Baltimore: Johns Hopkins University Press, 2015. Pp. vii+372.	digital humanities	1	pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W2517435242	https://doi.org/10.1086/686934	article	1		
review_candidate	Literary / critical	Modern Philology	2018	<i>Shakespeare in the Marketplace of Words</i>. Jonathan P. Lamb. Cambridge: Cambridge University Press, 2017. Pp. v+243.	digital humanities	1	pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W2810285352	https://doi.org/10.1086/698947	article	1		
review_candidate	Literary / critical	Modern Philology	2019	<i>Enumerations: Data and Literary Study</i>. Andrew Piper. Chicago: University of Chicago Press, 2018. Pp. xiii+243.	digital humanities	1	pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W2941909507	https://doi.org/10.1086/703888	article	1		
review_candidate	Literary / critical	Modern Philology	2019	<i>The Wreckage of Intentions: Projects in British Culture, 1660–1730</i>. David Alff. Philadelphia: University of Pennsylvania Press, 2017. Pp. 239.	distant reading	1	pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W2969052069	https://doi.org/10.1086/705674	article	1		
review_candidate	Literary / critical	Modern Philology	2021	<i>Literary Manuscript Culture in Romantic Britain</i>. Michelle Levy. Edinburgh: Edinburgh University Press, 2020. Pp. viii+300.	digital humanities	1	pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W3195387859	https://doi.org/10.1086/716706	article	1		
review_candidate	Literary / critical	Modern Philology	2021	<i>The Cambridge History of the English Novel</i>. Edited by Robert L. Caserio and Clement Hawes. Cambridge: Cambridge University Press, 2012. Paperback reissue, 2020. Pp. v+944.	distant reading	1	edited_by;pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W3216147104	https://doi.org/10.1086/717988	article	1		
review_candidate	Literary / critical	Modern Philology	2022	<i>Climate and the Making of Worlds: Toward a Geohistorical Poetics</i>. Tobias Menely. Chicago: University of Chicago Press, 2021. Pp. vii+269.	distant reading	1	pages_marker;publisher_marker;italic_metadata;book_review_bibliographic_pattern	1	https://openalex.org/W4220721399	https://doi.org/10.1086/719370	article	1		
review_candidate	Literary / critical	Modernism/modernity	2023	Mosaic Fictions: Writing Identity in the Spanish Civil War by Emily Robbins Sharpe (review)	digital humanities	1	review_marker	1	https://openalex.org/W4392255987	https://doi.org/10.1353/mod.2023.a920263	article	1		
review_candidate	Literary / critical	Novel	2021	Literature Counts: The Feelings of <i>Overwhelmed</i>	digital humanities; stylometry	5	italic_metadata	1	https://openalex.org/W3200516564	https://doi.org/10.1215/00295132-9004639	article	1		
review_candidate	Literary / critical	PMLA	2010	Rewriting<i>Moby-Dick</i>: Politics, Textual Identity, and the Revision Narrative	digital humanities	1	italic_metadata	1	https://openalex.org/W2087530684	https://doi.org/10.1632/pmla.2010.125.4.1043	article	1		
review_candidate	Literary / critical	PMLA	2013	Combining Close and Distant Reading: Jonathan Safran Foer's <i>Tree of Codes</i> and the Aesthetic of Bookishness	distant reading	1	italic_metadata	1	https://openalex.org/W2011452321	https://doi.org/10.1632/pmla.2013.128.1.226	article	1		
review_candidate	Literary / critical	PMLA	2016	Inscribing Environmental Memory in the Icelandic Sagas and the<i>Icelandic Saga Map</i>	digital humanities	2	italic_metadata	1	https://openalex.org/W2518146495	https://doi.org/10.1632/pmla.2016.131.2.381	article	1		
review_candidate	Literary / critical	PMLA	2017	Beyond Darwinian Distance: Situating Distant Reading in a Feminist <i>Ut Pictura Poesis</i> Tradition	distant reading	3	italic_metadata	1	https://openalex.org/W2756764789	https://doi.org/10.1632/pmla.2017.132.3.659	article	1		
review_candidate	Literary / critical	PMLA	2017	The<i>Doxa</i>of Reading	distant reading	7	italic_metadata	1	https://openalex.org/W2761850657	https://doi.org/10.1632/pmla.2017.132.3.636	article	1		
review_candidate	Specialist	Victorian Studies	2014		distant reading	2	missing_title	1	https://openalex.org/W4256456893	https://doi.org/10.2979/victorianstudies.56.4.734	article	1		
review_candidate	Specialist	Victorian Studies	2017		distant reading	1	missing_title	1	https://openalex.org/W4246894204	https://doi.org/10.2979/victorianstudies.59.2.28	article	1		
review_candidate	Specialist	Victorian Studies	2022	Nature and the Environment in Nineteenth-Century Ireland, edited by Matthew Kelly	digital humanities	1	edited_by	1	https://openalex.org/W4365800718	https://doi.org/10.2979/victorianstudies.64.2.28	article	1		
review_candidate	Specialist	Victorian Studies	2022	Teaching William Morris, edited by Jason D. Martinek and Elizabeth Carolyn Miller	digital humanities	1	edited_by	1	https://openalex.org/W4365807963	https://doi.org/10.2979/victorianstudies.64.3.07	article	1		
review_candidate	Specialist	Victorian Studies	2023	Book Traces: Nineteenth-Century Readers and the Future of the Library by Andrew M. Stauffer (review)	distant reading	1	review_marker	1	https://openalex.org/W4393126875	https://doi.org/10.2979/vic.00014	article	1		
