review_priority	group	journal	year	title	dh_terms	dh_term_occurrences	review_candidate_reason	duplicate_count	work_id	doi	type	has_abstract	manual_class	manual_note
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2016	Lemmatization for variation-rich languages using deep learning	digital humanities; word embedding	2		1	https://openalex.org/W2514031637	https://doi.org/10.1093/llc/fqw034	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2016	Literary Detective Work on the Computer. Michael P. Oakes.	stylometry	2		1	https://openalex.org/W2536877322	https://doi.org/10.1093/llc/fqw055	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2016	Modelling in digital humanities: Signs in context	digital humanities	4		1	https://openalex.org/W2526593884	https://doi.org/10.1093/llc/fqw045	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2016	Other Worlds, Other DHs: Notes towards a DH Accent	digital humanities	1		1	https://openalex.org/W2307346263	https://doi.org/10.1093/llc/fqv063	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2016	Palimpsest: Improving assisted curation of loco-specific literature	digital humanities; text mining	3		1	https://openalex.org/W2110067056	https://doi.org/10.1093/llc/fqw050	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2016	Poe or Not Poe? A Stylometric Analysis of Edgar Allan Poe’s Disputed Writings	stylometry	1		1	https://openalex.org/W2500509772	https://doi.org/10.1093/llc/fqw019	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2016	Project-based digital humanities and social, digital, and scholarly editions	digital humanities	2		1	https://openalex.org/W2522997537	https://doi.org/10.1093/llc/fqw020	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2016	What Remains to be Done—Exposing Invisible Collections in the other 7,000 Languages and Why it is a DH Enterprise	digital humanities	1		1	https://openalex.org/W2394063218	https://doi.org/10.1093/llc/fqw006	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Analysing and understanding news consumption patterns by tracking online user behaviour with a multimodal research design	digital humanities	1		1	https://openalex.org/W2761918830	https://doi.org/10.1093/llc/fqx030	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Analyzing and visualizing ancient Maya hieroglyphics using shape: From computer vision to Digital Humanities	digital humanities	2		1	https://openalex.org/W2603067009	https://doi.org/10.1093/llc/fqx028	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	At the crossroads of digital humanities and historical lexicography: The Middle Dutch ‘seemly play (abel spel) of Winter and Summer’ as a research case	digital humanities	2		1	https://openalex.org/W2767496751	https://doi.org/10.1093/llc/fqx051	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Beyond humanities qua digital: Spatial and material development for digital research infrastructures in HumlabX1	digital humanities	4		1	https://openalex.org/W2804561257	https://doi.org/10.1093/llc/fqx008	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Computer stylometry of C. S. Lewis’s The Dark Tower and related texts	stylometry	1		1	https://openalex.org/W2762511172	https://doi.org/10.1093/llc/fqx043	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Dialogism in the novel: A computational model of the dialogic nature of narration and quotations	digital humanities	1		1	https://openalex.org/W2786917897	https://doi.org/10.1093/llc/fqx031	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Digital Classics outside the echo-chamber: Teaching, Knowledge Exchange &amp; Public Engagement, Gabriel Bodard and Matteo Romanello (eds).	digital humanities	1		1	https://openalex.org/W2605247446	https://doi.org/10.1093/llc/fqx018	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Digital palaeography: What is digital about it?	digital humanities	1		1	https://openalex.org/W2762845916	https://doi.org/10.1093/llc/fqx042	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Do language combinations affect translators’ stylistic visibility in translated texts?	stylometry	1		1	https://openalex.org/W2767538106	https://doi.org/10.1093/llc/fqx056	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Introduction	digital humanities	4		1	https://openalex.org/W4231458610	https://doi.org/10.1093/llc/fqx048	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Knowledge creation through recommender systems	digital humanities	3		1	https://openalex.org/W2762919278	https://doi.org/10.1093/llc/fqx035	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Non-representational approaches to modeling interpretation in a graphical environment	digital humanities	1		1	https://openalex.org/W2767791862	https://doi.org/10.1093/llc/fqx034	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Research through design and digital humanities in practice: What, how and who in an archive research project	digital humanities	3		1	https://openalex.org/W2338331468	https://doi.org/10.1093/llc/fqx005	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Stylometric analysis of Early Modern period English plays	stylometry	1		1	https://openalex.org/W2539360289	https://doi.org/10.1093/llc/fqx059	preprint	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Stylometry approaching Parnassus	stylometry	2		1	https://openalex.org/W2790664352	https://doi.org/10.1093/llc/fqx058	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Topic modelling characterization of Mudejar art based on document titles	topic modeling; text mining	3		1	https://openalex.org/W2791030493	https://doi.org/10.1093/llc/fqx055	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Toward a computational history of universities: Evaluating text mining methods for interdisciplinarity detection from PhD dissertation abstracts	text mining	2		1	https://openalex.org/W2791532949	https://doi.org/10.1093/llc/fqx062	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2017	Understanding and explaining Delta measures for authorship attribution	stylometry	1		1	https://openalex.org/W2765151303	https://doi.org/10.1093/llc/fqx023	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	A small set of stylometric features differentiates Latin prose and verse	stylometry	1		1	https://openalex.org/W2994335404	https://doi.org/10.1093/llc/fqy070	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	A world of difference: Myths and misconceptions about the TEI	digital humanities	1		1	https://openalex.org/W2811099469	https://doi.org/10.1093/llc/fqy071	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	A ‘wind of change’—shaping public opinion of the Arab Spring using metaphors	text mining	1		1	https://openalex.org/W2807006553	https://doi.org/10.1093/llc/fqy058	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Christopher Marlowe: Hype and Hoax	stylometry	1		1	https://openalex.org/W2897397761	https://doi.org/10.1093/llc/fqy001	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Digital Humanities in Poland from the Perspective of the Historical Linguist of the Polish Language: Achievements, Needs, Demands	digital humanities	2		1	https://openalex.org/W2895925942	https://doi.org/10.1093/llc/fqy008	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Digital dance scholarship: Biomechanics and culturally situated dance analysis	stylometry	1		1	https://openalex.org/W2912974880	https://doi.org/10.1093/llc/fqy083	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Digital humanities and new directions in South Korea	digital humanities	2		1	https://openalex.org/W2907721609	https://doi.org/10.1093/llc/fqy081	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Digital tools in the humanities: Some fundamental provocations?	digital humanities	1		1	https://openalex.org/W2901175218	https://doi.org/10.1093/llc/fqy033	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Digital, digitized, and numerical humanities	digital humanities	1		1	https://openalex.org/W2899838234	https://doi.org/10.1093/llc/fqy057	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Exploring the linguistic landscape of geotagged social media content in urban environments	topic modeling	1		1	https://openalex.org/W2901847185	https://doi.org/10.1093/llc/fqy049	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Forensic stylometry	stylometry	2		1	https://openalex.org/W4255853888	https://doi.org/10.1093/llc/fqy023	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	From a distance ‘You might mistake her for a man’: A closer reading of gender and character action in Jane Eyre, The Law and the Lady, and A Brilliant Woman1	distant reading	1		1	https://openalex.org/W2804817924	https://doi.org/10.1093/llc/fqy011	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	How are ‘immigrant workers’ represented in Korean news reporting?—A text mining approach to critical discourse analysis	digital humanities; topic modeling; text mining	4		1	https://openalex.org/W2808913931	https://doi.org/10.1093/llc/fqy017	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	How statistics and text mining can be applied to literary studies?	text mining	1		1	https://openalex.org/W2902626256	https://doi.org/10.1093/llc/fqy069	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	In defense of sandcastles: Research thinking through visualization in digital humanities	digital humanities	2		1	https://openalex.org/W2898731212	https://doi.org/10.1093/llc/fqy051	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Information infrastructure of contemporary humanities and the digital humanities development as a cause of creating new information barriers. A Polish case	digital humanities	1		1	https://openalex.org/W2887128832	https://doi.org/10.1093/llc/fqy032	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Johnson, ‘Misargyrus’, and Richard Bathurst	stylometry	1		1	https://openalex.org/W2898428878	https://doi.org/10.1093/llc/fqy047	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Mapping museum ‘Soft Power’: Adding geo-visualization to the methodological framework	digital humanities	1		1	https://openalex.org/W2906475669	https://doi.org/10.1093/llc/fqy072	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Marlowe and overreaching: A misuse of stylometry	stylometry	1		1	https://openalex.org/W2896255421	https://doi.org/10.1093/llc/fqy040	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Robert Musil, a war journal, and stylometry: Tackling the issue of short texts in authorship attribution	stylometry	3		1	https://openalex.org/W2896375675	https://doi.org/10.1093/llc/fqy055	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Shelf life: Identifying the abandonment of online digital humanities projects	digital humanities	4		1	https://openalex.org/W2810674742	https://doi.org/10.1093/llc/fqy079	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	The digital humanist: Contested status within contesting futures	digital humanities	2		1	https://openalex.org/W2908656277	https://doi.org/10.1093/llc/fqy080	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Toward a model for digital tool criticism: Reflection as integrative practice	digital humanities	1		1	https://openalex.org/W2901924367	https://doi.org/10.1093/llc/fqy048	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2018	Understanding memories of the Holocaust—A new approach to neural networks in the digital humanities	digital humanities	2		1	https://openalex.org/W2910098727	https://doi.org/10.1093/llc/fqy082	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	A case study in text mining: Textual analysis of the Territorial Papers	topic modeling; text mining	3		1	https://openalex.org/W2962783174	https://doi.org/10.1093/llc/fqz007	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	A conceptual model to increase the visibility and usage of cultural heritage objects: The case of UNESCO’s Memory of the World list1	digital humanities	3		1	https://openalex.org/W3006434887	https://doi.org/10.1093/llc/fqz091	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	A transdisciplinary protocol for digital scholarship	digital humanities	2		1	https://openalex.org/W3000961409	https://doi.org/10.1093/llc/fqz087	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Are you sure your tool does what it is supposed to do? Validating Arabic root extraction	digital humanities	2		1	https://openalex.org/W2968568709	https://doi.org/10.1093/llc/fqz045	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Author identification of short texts using dependency treebanks without vocabulary	stylometry	2		1	https://openalex.org/W2981649133	https://doi.org/10.1093/llc/fqz070	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Author identification with feature transformation method	stylometry	1		1	https://openalex.org/W2975786635	https://doi.org/10.1093/llc/fqz052	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Beyond digitization? Digital humanities and the case of Hebrew literature	digital humanities	2		1	https://openalex.org/W2912228838	https://doi.org/10.1093/llc/fqz010	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Beyond validation: Using programmed diagnostics to learn about, monitor, and successfully complete your DH project	digital humanities	2		1	https://openalex.org/W2810393426	https://doi.org/10.1093/llc/fqz011	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Chinese Text Project: A dynamic digital library of premodern Chinese	text mining	1		1	https://openalex.org/W2885159198	https://doi.org/10.1093/llc/fqz046	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Communists spoke differently: An analysis of Czechoslovak and Czech annual presidential speeches	stylometry	1		1	https://openalex.org/W3159643609	https://doi.org/10.1093/llc/fqz089	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Digital humanities in Sweden and its infrastructure: Status quo and the sine qua non	digital humanities	3		1	https://openalex.org/W2967074337	https://doi.org/10.1093/llc/fqz042	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Distant viewing: analyzing large visual corpora	digital humanities	1		1	https://openalex.org/W2921858050	https://doi.org/10.1093/llc/fqz013	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	FAST: Fast and Accurate Synoptic Texts	word embedding	1		1	https://openalex.org/W2945601309	https://doi.org/10.1093/llc/fqz029	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	From antagonist to protagonist: ‘Democracy’ and ‘people’ in British parliamentary debates, 1775–1885	distant reading	1		1	https://openalex.org/W3095421197	https://doi.org/10.1093/llc/fqz082	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Interfaces, ephemera, and identity: A study of the historical presentation of digital humanities resources	digital humanities	2		1	https://openalex.org/W2996224505	https://doi.org/10.1093/llc/fqz081	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Judging style: The case of Bush versus Gore	text mining	1		1	https://openalex.org/W2946520053	https://doi.org/10.1093/llc/fqz028	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Mining ethnicity: Discourse-driven topic modelling of immigrant discourses in the USA, 1898–1920	digital humanities; distant reading; topic modeling	5		1	https://openalex.org/W2981601816	https://doi.org/10.1093/llc/fqz068	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Optical character recognition of typeset Coptic text with neural networks	digital humanities	1		1	https://openalex.org/W2941040653	https://doi.org/10.1093/llc/fqz023	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	PaperMiner—a real-time spatiotemporal visualization for newspaper articles	digital humanities; text mining	2		1	https://openalex.org/W2911893990	https://doi.org/10.1093/llc/fqy084	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Patterns in language: Text analysis of government reports on the Irish industrial school system with word embedding	digital humanities; distant reading; word embedding	5		1	https://openalex.org/W3041914043	https://doi.org/10.1093/llc/fqz012	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Quantifying the impact of dirty OCR on historical text analysis: Eighteenth Century Collections Online as a case study	digital humanities; topic modeling	2		1	https://openalex.org/W2986829274	https://doi.org/10.1093/llc/fqz024	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Research Methods for the Digital Humanities. Lewis Levenberg, Tai Neilson and David Rheams (eds.).	digital humanities	4		1	https://openalex.org/W2961155726	https://doi.org/10.1093/llc/fqz049	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Sensorial discourse and corpus in the digital humanities era: The example of the wine language	digital humanities	2		1	https://openalex.org/W2913217004	https://doi.org/10.1093/llc/fqz006	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Text mining letters from financial regulators to firms they supervise	text mining	2		1	https://openalex.org/W3097899396	https://doi.org/10.1093/llc/fqz063	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	The Grimm Brothers: A stylometric network analysis	stylometry	3		1	https://openalex.org/W3005666589	https://doi.org/10.1093/llc/fqz088	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	The early history of digital humanities: An analysis of Computers and the Humanities (1966–2004) and Literary and Linguistic Computing (1986–2004)	digital humanities; distant reading	3		1	https://openalex.org/W2984126685	https://doi.org/10.1093/llc/fqz072	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	The visual digital turn: Using neural networks to study historical images	digital humanities	1		1	https://openalex.org/W2909677418	https://doi.org/10.1093/llc/fqy085	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	The visual side of digital humanities: a survey on topics, researchers, and epistemic cultures	digital humanities	4		1	https://openalex.org/W2944733384	https://doi.org/10.1093/llc/fqz022	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2019	Visualizing Venice: Mapping and Modeling Time and Change in a City. Kristin L. Huffman, Andrea Giordano, and Caroline Bruzelius (eds.).	digital humanities	1		1	https://openalex.org/W2952481948	https://doi.org/10.1093/llc/fqz040	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	From collection resources to intelligent data: Construction of intelligent digital humanities platform for local historical documents of Shanghai Jiao Tong University	digital humanities	2		1	https://openalex.org/W2956753448	https://doi.org/10.1093/llc/fqaa027	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Gender inequality and female body language in children’s literature	digital humanities	1		1	https://openalex.org/W3213730472	https://doi.org/10.1093/llc/fqaa051	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Humanidades Digitales en Filipinas: proyectos, dificultades y oportunidades de la colaboración Norte-Sur	digital humanities	4		1	https://openalex.org/W3035523303	https://doi.org/10.1093/llc/fqz086	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Implications of vocabulary density for poetry: Reading T. S. Eliot’s poetry through computational methods	distant reading	1		1	https://openalex.org/W3016554540	https://doi.org/10.1093/llc/fqaa009	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Keynote: Digital experimentation, courageous citizenship, and Caribbean futurism	digital humanities	4		1	https://openalex.org/W3043521099	https://doi.org/10.1093/llc/fqaa034	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Lessons learned in a large-scale project to digitize and computationally analyze musical scores	digital humanities	1		1	https://openalex.org/W3213260946	https://doi.org/10.1093/llc/fqaa058	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Metre as a stylometric feature in Latin hexameter poetry	stylometry	1		1	https://openalex.org/W2990151465	https://doi.org/10.1093/llc/fqaa043	preprint	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Poetry in action: Networks of literary communication and the cultural leverage in the eighteenth-century Seoul	digital humanities	1		1	https://openalex.org/W3046831937	https://doi.org/10.1093/llc/fqaa018	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Reflections on the Development of Digital Humanities	digital humanities	2		1	https://openalex.org/W3107757275	https://doi.org/10.1093/llc/fqaa048	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Research trends on big data domain using text mining algorithms	text mining	2		1	https://openalex.org/W3202674156	https://doi.org/10.1093/llc/fqaa012	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	The Marlowe corpus revisited	stylometry	2		1	https://openalex.org/W3019682207	https://doi.org/10.1093/llc/fqaa010	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	The promise of digital humanities pedagogy: Decolonizing a diverse classroom in Ghana	digital humanities	2		1	https://openalex.org/W3029960644	https://doi.org/10.1093/llc/fqaa023	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Uncovering Environmental Change in the English Lake District: Using Computational Techniques to Trace the Presence and Documentation of Historical Flora	digital humanities	1		1	https://openalex.org/W3209687825	https://doi.org/10.1093/llc/fqaa047	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	Visual exploration of historical maps	digital humanities	1		1	https://openalex.org/W3213663281	https://doi.org/10.1093/llc/fqaa059	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2020	‘Attention, attention, exploring minds acknowledge digital structure!’ The shift to digital humanities has happened, so what should information scientists do in response?	digital humanities	7		1	https://openalex.org/W3011283138	https://doi.org/10.1093/llc/fqaa008	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	A data-driven approach to studying changing vocabularies in historical newspaper collections	word embedding	2		1	https://openalex.org/W3198975419	https://doi.org/10.1093/llc/fqab032	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Analysis of tweets regarding psychological disorders before and during the COVID-19 pandemic: The case of Turkey	topic modeling	1		1	https://openalex.org/W4213284163	https://doi.org/10.1093/llc/fqab102	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Beyond the binary: Trans women’s video activism on YouTube	topic modeling	1		1	https://openalex.org/W4210722987	https://doi.org/10.1093/llc/fqab057	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Diachronic delta: A computational method for analysing periods of accelerated change in literary datasets	computational literary studies	1		1	https://openalex.org/W3212750671	https://doi.org/10.1093/llc/fqab041	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Digital humanities and digital social reading	digital humanities	2		1	https://openalex.org/W3214528101	https://doi.org/10.1093/llc/fqab020	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Digital humanities and new ways of teaching. Anna Wing-bo Tso (ed.)	digital humanities	3		1	https://openalex.org/W3166212419	https://doi.org/10.1093/llc/fqab053	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Digital humanities, knowledge complexity, and the five ‘aporias’ of digital research	digital humanities	6		1	https://openalex.org/W3171411547	https://doi.org/10.1093/llc/fqab031	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Encoding the haunting of an object catalogue: on the potential of digital technologies to perpetuate or subvert the silence and bias of the early-modern archive	digital humanities	1		1	https://openalex.org/W3207608052	https://doi.org/10.1093/llc/fqab065	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Erratum to: Digital humanities and digital social reading	digital humanities	1		1	https://openalex.org/W4200525337	https://doi.org/10.1093/llc/fqab104	erratum	0		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Evaluating XR: Standards for an emerging DH medium	digital humanities	1		1	https://openalex.org/W3211505100	https://doi.org/10.1093/llc/fqab037	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Exploring Spanish contemporary song lyrics through Digital Humanities methods: Some thematic and structural properties	digital humanities; topic modeling	4		1	https://openalex.org/W3214242324	https://doi.org/10.1093/llc/fqab083	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Finding our way home: A theory and pedagogy of anti-colonial Q-mapping	digital humanities	2		1	https://openalex.org/W3215986679	https://doi.org/10.1093/llc/fqab098	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	How do machine translators measure up to human literary translators in stylometric tests?	stylometry	2		1	https://openalex.org/W3212294947	https://doi.org/10.1093/llc/fqab091	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Infrastructuring digital humanities: On relational infrastructure and global reconfiguration of the field	digital humanities	2		1	https://openalex.org/W3207232223	https://doi.org/10.1093/llc/fqab086	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Linguistic features evaluation for hadith authenticity through automatic machine learning	digital humanities	1		1	https://openalex.org/W3198248383	https://doi.org/10.1093/llc/fqab092	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Mapping information and identifying disinformation based on digital humanities methods: From accuracy to plasticity	digital humanities	2		1	https://openalex.org/W3157531947	https://doi.org/10.1093/llc/fqab005	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Motivation to engage in crowdsourcing: Towards the synthetic psychological–sociological model	digital humanities	1		1	https://openalex.org/W3209307503	https://doi.org/10.1093/llc/fqab024	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Noisy medieval data, from digitized manuscript to stylometric analysis: Evaluating Paul Meyer’s hagiographic hypothesis	stylometry	3		1	https://openalex.org/W3213971470	https://doi.org/10.1093/llc/fqab033	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Revisiting Sylvia Plath’s and Anne Sexton’s confessional poetry: Analyzing stylistic differences and evolution of poetic voice(s) through computational text analysis	topic modeling	1		1	https://openalex.org/W3209054231	https://doi.org/10.1093/llc/fqab011	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Rural versus urban fiction in contemporary Chinese literature - Quantitative approach case study	stylometry	1		1	https://openalex.org/W4253719490	https://doi.org/10.1093/llc/fqab094	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Semiotically-grounded distant viewing of diagrams: insights from two multimodal corpora	digital humanities	1		1	https://openalex.org/W3138670362	https://doi.org/10.1093/llc/fqab063	preprint	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Shanghai memory as a digital humanities platform to rebuild the history of the city	digital humanities	2		1	https://openalex.org/W3208451479	https://doi.org/10.1093/llc/fqab023	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Stylometric analysis of Trump’s tweets	stylometry	2		1	https://openalex.org/W3161819514	https://doi.org/10.1093/llc/fqab048	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Sustainability and complexity: Knowledge and authority in the digital humanities	digital humanities	1		1	https://openalex.org/W3213462364	https://doi.org/10.1093/llc/fqab025	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Text mining Mill: Computationally detecting influence in the writings of John Stuart Mill from library records	text mining	2		1	https://openalex.org/W3208736755	https://doi.org/10.1093/llc/fqab010	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	The digital humanities and re-imagined language description: A linguistic model of Malay with potential for other languages	digital humanities	2		1	https://openalex.org/W3216090099	https://doi.org/10.1093/llc/fqab101	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Topic modelling on archive documents from the 1970s: global policies on refugees	topic modeling	2		1	https://openalex.org/W3208711032	https://doi.org/10.1093/llc/fqab018	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Trump’s and Biden’s styles during the 2020 US presidential election	stylometry	1		1	https://openalex.org/W4236183389	https://doi.org/10.1093/llc/fqab046	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Understanding the Middle East through the eyes of Japan’s Newspapers: A topic modelling and sentiment analysis approach	topic modeling	3		1	https://openalex.org/W3210441797	https://doi.org/10.1093/llc/fqab019	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Vector hermeneutics: On the interpretation of vector space models of text	computational literary studies	2		1	https://openalex.org/W3207517038	https://doi.org/10.1093/llc/fqab079	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	Word embeddings and semantic shifts in historical Spanish: Methodological considerations	word embedding	6		1	https://openalex.org/W3193916545	https://doi.org/10.1093/llc/fqab050	article	1		
