work_key	jstor_mentions	openalex_snapshot_mentions	ol_edition_counts	htrc_ol_dump_match_summary_v2	canonical	title	author	type_threshold	type_kmeans
/works/OL10444629W	0.0	0.0	1	0.0	0.0	The fifth pestilence	Alekseĭ Remizov	D_forgotten	
/works/OL10444804W	0.0	1.0	20	2.0	0.0	A desperate character	Ivan Sergeevich Turgenev	A_true_canon	
/works/OL10449437W	0.0	1.0	3	0.0				A_true_canon	
/works/OL10449613W	1.0	3.0	51	6.0	0.0	The blue bird	Maurice Maeterlinck	A_true_canon	
/works/OL10450986W	0.0	0.0	3	0.0	0.0	Legend-led	Amy Le Feuvre	B_popular_unscholarly	
/works/OL10450987W	0.0	0.0	10	0.0	0.0	Odd	Amy Le Feuvre	B_popular_unscholarly	
/works/OL10450991W	0.0	1.0	22	0.0	0.0	Teddy's button	Amy Le Feuvre	A_true_canon	
/works/OL10451102W	0.0	0.0	1	0.0	0.0	Bruno and Bimba	Evelyn Everett-Green	D_forgotten	
/works/OL10451111W	0.0	0.0	2	0.0	0.0	Dulcie and Tottie	Evelyn Everett-Green	B_popular_unscholarly	
/works/OL10451459W	0.0	0.0	4	0.0	0.0	Return to Coolami	Eleanor Dark	B_popular_unscholarly	
/works/OL10451463W	0.0	1.0	11	0.0	0.0	The timeless land	Eleanor Dark	A_true_canon	
/works/OL10453804W	0.0	0.0	2	0.0				B_popular_unscholarly	
/works/OL104559W	2.0	0.0	16	4.0	0.0	Rodmoor	J. S. Powys	A_true_canon	
/works/OL104593W	0.0	0.0	13	0.0	0.0	Ducdame	J. S. Powys	B_popular_unscholarly	
/works/OL104598W	0.0	2.0	11	4.0	0.0	Wood and Stone	J. S. Powys	A_true_canon	
/works/OL104605W	2.0	1.0	14	0.0	0.0	Owen Glendower	J. S. Powys	A_true_canon	
/works/OL104606W	2.0	0.0	21	0.0	0.0	Weymouth Sands	J. S. Powys	A_true_canon	
/works/OL104607W	4.0	0.0	19	0.0	0.0	A Glastonbury Romance	J. S. Powys	A_true_canon	
/works/OL104608W	1.0	0.0	19	0.0	0.0	Maiden Castle	J. S. Powys	B_popular_unscholarly	
/works/OL104609W	2.0	1.0	32	0.0	0.0	Wolf Solent	J. S. Powys	A_true_canon	
/works/OL10461303W	0.0	0.0	3	0.0	0.0	Topsy Turvy	Herbert, A. P.	B_popular_unscholarly	
/works/OL10461311W	0.0	0.0	4	0.0	0.0	Honeybubble & Co	Herbert, A. P.	B_popular_unscholarly	
/works/OL10461321W	0.0	0.0	16	0.0	0.0	The water gypsies	Herbert, A. P.	B_popular_unscholarly	
/works/OL10461326W	1.0	0.0	11	0.0	0.0	Holy deadlock	Herbert, A. P.	B_popular_unscholarly	
/works/OL104625W	0.0	0.0	2	0.0	0.0	Grig in retirement	H. B. Creswell	B_popular_unscholarly	
/works/OL104629W	0.0	0.0	12	0.0	0.0	The Honeywood file	H. B. Creswell	B_popular_unscholarly	
/works/OL10463812W	0.0	0.0	7	0.0				B_popular_unscholarly	
/works/OL104642W	0.0	1.0	4	0.0	0.0	The children of Dickens	Samuel McChord Crothers	A_true_canon	
