work_key	edition_count	ocaid_count	ocaid_first
/works/OL250282W	2	1	thestranger00waterich
/works/OL5297891W	2	1	beststoriesofwil00stee
/works/OL7557862W	2	1	arkinsawcousins00elligoog
/works/OL42469157W	2	0	
/works/OL15837333W	2	2	isabellayoungque00cris
/works/OL96047W	2	1	heartsofgrace00mighrich
/works/OL6216538W	2	1	formarylandshon00housgoog
/works/OL6208020W	2	1	novembergrass00vand
/works/OL42500347W	2	1	06818755.1790.emory.edu
/works/OL7556146W	2	1	agp6085.0001.001.umich.edu
/works/OL716359W	2	0	
/works/OL7576661W	2	2	middleagedlove00bacorich
/works/OL19663773W	2	0	
/works/OL19769038W	2	1	johnhalifax0000unse
/works/OL5734189W	2	1	isbn_9780786287246
/works/OL1799494W	2	1	howmrrabbitlosth00pain
/works/OL1595670W	2	2	rabandmarjorief01browgoog
/works/OL6922482W	2	2	sirrichardescom00cunegoog
/works/OL1799943W	2	2	rockyfork00cath
/works/OL6625559W	2	0	
/works/OL33106364W	2	0	
/works/OL7597118W	2	0	
/works/OL15756783W	2	2	infinitewoman00mars
/works/OL15800805W	2	2	blackrivercaptiv00lath
/works/OL10323207W	2	0	
/works/OL13279089W	2	0	
/works/OL11347418W	2	0	
/works/OL1795795W	2	2	budanovel01munrgoog
/works/OL4775105W	2	1	promisedland0000belf
/works/OL109313W	2	0	
/works/OL38976006W	2	0	
/works/OL2000712W	2	0	
/works/OL22160006W	2	0	
/works/OL7785168W	2	1	knightofdixiewil00tayl
/works/OL21594807W	2	1	caseagainstwilli0000gime
/works/OL237112W	2	0	
/works/OL7307110W	2	1	sixbreeds00kirk
/works/OL76709W	2	0	
/works/OL237686W	2	2	homoselle00tier
/works/OL4748477W	2	0	
/works/OL7146707W	2	1	cardinalofmedici00hick
/works/OL192324W	2	1	francisgoestowas0000ster
/works/OL19821707W	2	1	westwindastoryr01compgoog
/works/OL5819477W	2	1	manwhomasteredti00cumm
/works/OL14904134W	2	1	midnighthouseoth0000harv
/works/OL1794933W	2	0	
/works/OL5216050W	2	1	bynevaswatersbe00carlgoog
/works/OL2345853W	2	1	curdalene00foot
/works/OL7594049W	2	1	somewheretosea00redd
/works/OL5359119W	2	0	
/works/OL4627454W	2	1	yearsoflocust00erdm
/works/OL6810332W	2	1	alistenerinbabe00conggoog
/works/OL1799019W	2	1	goldenbreastedko00richiala
/works/OL11448247W	2	1	martinbrooknovel00bate
/works/OL1113743W	2	2	hughwynnefreequa00mitc
/works/OL1770434W	2	2	hawaiianidyllsof00gowerich
/works/OL121038W	2	0	
/works/OL4646848W	2	0	
/works/OL32100764W	2	1	flatironforfathi0000unse
/works/OL11617662W	2	1	cu31924087520957
/works/OL5813227W	2	0	
/works/OL19768190W	2	1	doktorfaustuslif0000mann
/works/OL1797692W	2	0	
/works/OL16030214W	2	2	greatcaptainthre00morr
/works/OL1208717W	2	0	
/works/OL32089765W	2	0	
/works/OL15867633W	2	2	amishmovingday00seyf
/works/OL11948W	2	1	storyofcountrybo0000powe
/works/OL7723330W	2	0	
/works/OL19764463W	2	0	
/works/OL22129165W	2	0	
/works/OL7743994W	2	2	torchbearersofbo00kryziala
/works/OL29288402W	2	1	greatestshortsto0006unse_i1k7
/works/OL1793372W	2	0	
/works/OL7040979W	2	0	
/works/OL5271215W	2	0	
/works/OL208057W	2	0	
/works/OL240789W	2	2	childrensbookcol00crociala
/works/OL3194191W	2	0	
/works/OL199298W	2	0	
/works/OL44216627W	2	0	
/works/OL13707318W	2	1	johnbullsadventu0000geak
/works/OL20893594W	2	2	twicetoldtalesbl03hawt
/works/OL1164809W	2	0	
/works/OL7859095W	2	2	mitoyashikitale00maclrich
/works/OL1257061W	2	1	bwb_O6-CTY-806
/works/OL22067446W	2	0	
/works/OL1799911W	2	0	
/works/OL4782293W	2	1	cogeweahalfblood00mour
/works/OL183375W	2	0	
/works/OL24956511W	2	2	houseofmerchantp00bish_0
/works/OL7630717W	2	0	
/works/OL32097573W	2	0	
/works/OL6016654W	2	1	beanymalone00leno
/works/OL1491771W	2	2	grayandblueasto00roegoog
/works/OL4429171W	2	1	barbarasbrothers00ever
/works/OL15742650W	2	2	daughterofpatric00smit
/works/OL7603942W	2	1	tobyanovelkentu00harrgoog
/works/OL5005478W	2	2	captainjohncran00knoxgoog
/works/OL239446W	2	0	
/works/OL6810341W	2	1	dotydontcarestor00fost
/works/OL11020634W	2	1	bookofshortstory0000unse
/works/OL18065946W	2	1	csarscolumn00donn
/works/OL5138154W	2	1	traceysbeaglerom0000unse
/works/OL42517291W	2	0	
/works/OL9687548W	2	0	
/works/OL217524W	2	0	
/works/OL39411106W	2	0	
/works/OL1251591W	2	0	
/works/OL239889W	2	1	northerntrailsso00longiala
/works/OL208453W	2	2	secondbullet00compgoog
/works/OL32095594W	2	1	jackgypsies0000unse
/works/OL7464876W	2	0	
/works/OL37504889W	2	0	
/works/OL479220W	2	2	undershadowetna00verggoog
/works/OL1206010W	2	0	
/works/OL2346478W	2	2	congressmanswife00barr
/works/OL2342140W	2	2	unknownpatriotst00chil
/works/OL33113231W	2	0	
/works/OL997648W	2	0	
/works/OL5110850W	2	2	shebuildethherho00comfiala
/works/OL1995145W	2	1	giantscissors00john2
/works/OL5231006W	2	0	
/works/OL6596210W	2	1	stateofmindthirt0000scho
/works/OL1196056W	2	1	graceomalleyprin00mach_0
/works/OL1488335W	2	1	cu31924013528595
/works/OL237186W	2	1	virginiadareroma00shac
/works/OL14851652W	2	0	
/works/OL508657W	2	1	stranger0000sche
/works/OL7309775W	2	0	
/works/OL6832124W	2	1	worldfullofstran0000alma
/works/OL5297025W	2	1	underredflagorad00kingiala
/works/OL5271221W	2	1	verycoldformay00mcgi
/works/OL7657055W	2	0	
/works/OL32093767W	2	0	
/works/OL250641W	2	1	yeshudaas00smaluoft
/works/OL38578416W	2	0	
/works/OL1163375W	2	0	
/works/OL17739816W	2	1	isbn_9780440217886
/works/OL1091532W	2	1	gaverockstaleofc01bari
/works/OL116651W	2	1	howitcameaboutst00lindrich
/works/OL209187W	2	0	
/works/OL232024W	2	1	sweetrevengearo00mitcgoog
/works/OL5296103W	2	0	
/works/OL7134838W	2	1	onequeentriumph00mathgoog
/works/OL65397W	2	2	girlfromvermont00bealgoog
/works/OL1491924W	2	2	byeternalanovel00readgoog
/works/OL8660317W	2	1	redcapbluejacket01dunn
/works/OL12100489W	2	0	
/works/OL20030509W	2	1	caterva0000fill
/works/OL7536153W	2	1	jerrytoddeditori00edwa
/works/OL28213164W	2	1	lastofprovincial00geis_1
/works/OL1527774W	2	0	
/works/OL1354947W	2	1	mysterioustoysho00beau
/works/OL29354331W	2	1	houseofgow0000anne
/works/OL2858658W	2	1	fourtales0000char
/works/OL1795161W	2	1	incirclingcampsr00alts
/works/OL43190675W	2	0	
/works/OL15243048W	2	2	cihm_71334
/works/OL33143981W	2	0	
/works/OL41062W	2	0	
/works/OL7549759W	2	1	regimentreichsta0000lamp
/works/OL15291342W	2	0	
/works/OL17963658W	2	1	blackvic0000rork
/works/OL32094465W	2	0	
/works/OL6828099W	2	2	eternalpriestes00wealgoog
/works/OL18128813W	2	1	cu31924022029874
/works/OL1527221W	2	2	uncleanangeland00janvgoog
/works/OL10536085W	2	0	
/works/OL238059W	2	0	
/works/OL15927010W	2	2	ondarkofmoon00lang
/works/OL4804682W	2	0	
/works/OL5229938W	2	1	educationjacque00pratgoog
/works/OL15028880W	2	0	
/works/OL7101973W	2	1	insurgentchiefor00mhenuoft
/works/OL6988519W	2	0	
/works/OL1480990W	2	1	saltwatersummer0000rode
/works/OL39455756W	2	0	
/works/OL862956W	2	2	militarylifeinit00deamuoft
/works/OL11070716W	2	0	
/works/OL107867W	2	2	elizabethscampa00wardgoog
/works/OL7245732W	2	1	strangerinland00thom
/works/OL5033373W	2	0	
/works/OL4892394W	2	1	boyallieswithcos00haye
/works/OL7500172W	2	1	redbelts00pendgoog
/works/OL861179W	2	1	christianbutroma00jkaiiala
/works/OL142043W	2	0	
/works/OL15747413W	2	2	swimminghole00beim
/works/OL2341491W	2	0	
/works/OL7886449W	2	2	luxcrucisataleg00gardgoog
/works/OL191790W	2	2	brucebensonthirt00neil
/works/OL5661662W	2	2	strasbourgepisod00margrich
/works/OL17665927W	2	2	helencareysomewh0000mart
/works/OL7489643W	2	1	littleabelincoln0000bern
/works/OL3750827W	2	2	onplainswithcust00sabirich
/works/OL15868078W	2	2	barrystoryofwolf00hink
/works/OL4286499W	2	1	candleinmiststor00mean
/works/OL15233475W	2	0	
/works/OL237749W	2	2	coffeeandalovea00hoodgoog
/works/OL98764W	2	0	
/works/OL33111751W	2	1	littlenovelsofsi0000unse
/works/OL5287268W	2	2	dogtownbeingsome00wrigrich
/works/OL1740037W	2	2	strangerstilltex00kava
/works/OL14848016W	2	1	theywholove0000bald
/works/OL5671213W	2	0	
/works/OL20660835W	2	0	
/works/OL7725545W	2	1	awomanformayora00cogoog
/works/OL7585402W	2	0	
/works/OL34702212W	2	0	
/works/OL34379796W	2	0	
/works/OL6953884W	2	1	itineranthouseot00daws
/works/OL7672696W	2	2	seafightersnavyy00mill
/works/OL33435040W	2	0	
/works/OL1514669W	2	0	
/works/OL2639877W	2	2	wartrailfortfurt00schu
/works/OL3919498W	2	1	twinstabiffa0000hewa
/works/OL1167608W	2	0	
/works/OL1130365W	2	0	
/works/OL20940377W	2	1	childnaturenurtu0000meye
/works/OL178501W	2	0	
/works/OL5656060W	2	1	kennesawsbombard00brow
/works/OL15711295W	2	2	boothspiritoflin00babc
/works/OL5216570W	2	1	deardaughterdoro00plym
/works/OL3535935W	2	0	
/works/OL8258403W	2	1	nameforobed00phil
/works/OL6342753W	2	0	
/works/OL96005W	2	1	withkitcarsoninr00mcnerich
/works/OL197476W	2	1	silverislandofch00langiala
/works/OL177475W	2	0	
/works/OL6697574W	2	1	susiecat00pala
/works/OL4477167W	2	1	threelittlechine00latt
/works/OL147445W	2	0	
/works/OL236430W	2	0	
/works/OL31471215W	2	1	sevenplays0000elme
/works/OL7440072W	2	1	shortstoriesfors0000shor_y9t8
/works/OL171684W	2	1	forcrosskingillu00desm
/works/OL26420494W	2	2	masterpiecesofmy01freniala
/works/OL2678049W	2	1	captainsdaughter0000coat
/works/OL24420124W	2	1	isbn_0356018970
/works/OL6812402W	2	0	
/works/OL17015507W	2	1	tunnelthruairorl00gann
/works/OL6217034W	2	2	clearforaction00mead
/works/OL2395290W	2	0	
/works/OL7857575W	2	0	
/works/OL6309739W	2	0	
/works/OL32089560W	2	0	
/works/OL40828W	2	1	hercules0000unse
/works/OL1527986W	2	1	tuenslaveempress00nelsrich
/works/OL2605546W	2	0	
/works/OL7544279W	2	0	
/works/OL22202898W	2	2	manfromtexas0000jack
/works/OL3414778W	2	0	
/works/OL3659758W	2	0	
/works/OL7425805W	2	0	
/works/OL32091519W	2	0	
/works/OL3966352W	2	0	
/works/OL184808W	2	0	
/works/OL6903722W	2	1	novelleamene00castgoog
/works/OL7638426W	2	0	
/works/OL1098653W	2	1	freelancekashmir00macmiala
/works/OL63888W	2	1	ripvanwinkleand01irvigoog
/works/OL226853W	2	1	eastovercourthou00boon
/works/OL22093113W	2	0	
/works/OL19334494W	2	1	littlegreyships00bell
/works/OL31388622W	2	0	
/works/OL342780W	2	0	
/works/OL4776413W	2	0	
/works/OL96220W	2	1	cu31924021989599
/works/OL6665522W	2	1	smokeeatersstor00compgoog
/works/OL145489W	2	1	anewportaquarel00elligoog
/works/OL22135194W	2	0	
/works/OL207658W	2	2	americannovel00volmrich
/works/OL14848300W	2	0	
/works/OL16735501W	2	1	brotheragainstbr00musi
/works/OL3413330W	2	0	
/works/OL6665521W	2	1	oldclinkersstory00ohiguoft
/works/OL1253426W	2	0	
/works/OL7550302W	2	1	soulofchinaglimp00miln
/works/OL232764W	2	1	ataleklosteraro00socigoog
/works/OL42735532W	2	0	
/works/OL7672448W	2	0	
/works/OL6664758W	2	0	
/works/OL1064145W	2	1	memydollsstoryof00mead
/works/OL1798515W	2	2	lionswhelpstoryo00barriala
/works/OL1523102W	2	1	amaranthagaymd00ster
/works/OL5201665W	2	1	faultone00rowlgoog
/works/OL735234W	2	1	enthusiast00some
/works/OL11251651W	2	1	bourrusoldieroff00desvrich
/works/OL5004327W	2	1	novelistonnovels00geor
/works/OL918588W	2	0	
/works/OL181489W	2	0	
/works/OL3870774W	2	1	penruddockwhite00merrgoog
/works/OL15718966W	2	2	kitofdangercove00lang
/works/OL2340471W	2	2	courtoflove00browrich
/works/OL7641933W	2	1	whitepassion00teet
/works/OL38592902W	2	0	
/works/OL9565217W	2	1	bwb_KS-075-543
/works/OL254727W	2	1	georgiedeakin00deakiala
/works/OL4753581W	2	1	mywayward00hollrich
/works/OL2346127W	2	1	newfriendsinoldc0000marg
/works/OL28596753W	2	1	irishfairytales0000step_p5x3
/works/OL38078190W	2	0	
/works/OL5202281W	2	0	
/works/OL873972W	2	1	racingstripesfor0000harr
/works/OL1238469W	2	0	
/works/OL4978834W	2	2	indelibleastory00paulgoog
/works/OL2344997W	2	1	littlejarvis00seawgoog
/works/OL13049709W	2	0	
/works/OL7726378W	2	2	admiralslight00riderich
/works/OL75391W	2	1	constablestowero00yong
/works/OL2796069W	2	2	dorothyday00presgoog
/works/OL6213266W	2	1	youngalaskansinf00hougrich
/works/OL478192W	2	1	writersartcollec0000steg
/works/OL39171910W	2	0	
/works/OL15148900W	2	1	peppermint00grid
/works/OL195958W	2	2	secretmemoirsofb00fiscrich
/works/OL5081134W	2	2	EverybodysBirthright
/works/OL9056552W	2	1	prisonerofzenda0000wear
/works/OL1796176W	2	1	cu31924008594768
/works/OL5201663W	2	0	
/works/OL7631450W	2	0	
/works/OL219540W	2	0	
/works/OL13423775W	2	0	
/works/OL42484278W	2	0	
/works/OL1310022W	2	0	
/works/OL6810329W	2	1	discipleofsaintb00scud
/works/OL1588888W	2	0	
/works/OL7716134W	2	0	
/works/OL208597W	2	2	russianchaps00lethgoog
/works/OL11699144W	2	1	anchorman0000jack
/works/OL38802881W	2	0	
/works/OL4879652W	2	0	
/works/OL7761527W	2	2	conflictnarrativ0000eliz
/works/OL17753760W	2	1	lifeatshutinvall00brow
/works/OL32099554W	2	0	
/works/OL18638946W	2	0	
/works/OL7625601W	2	0	
/works/OL34598157W	2	0	
/works/OL16895101W	2	1	cihm_66515
/works/OL39418081W	2	0	
/works/OL36511972W	2	2	explorationsinli00mill_0
/works/OL4893006W	2	1	boyallieswithunc00drak
/works/OL2669480W	2	1	anniversary0000lewi
/works/OL38611494W	2	1	boy0000jame
/works/OL4291308W	2	0	
/works/OL76632W	2	2	captainjacobus00corniala
/works/OL1090738W	2	2	nestoflinnetsnov00moorrich
/works/OL7720476W	2	2	williewyldlostin00morr
/works/OL28339W	2	0	
/works/OL7780873W	2	0	
/works/OL115664W	2	1	lifedeathoflittl00brig
/works/OL15429577W	2	1	madamethrseo00erck
/works/OL7565652W	2	1	bostoninsideouts00morgiala
/works/OL250721W	2	1	downourway00judarich
/works/OL42484801W	2	0	
/works/OL7598915W	2	1	ijuandepareja0000trev
/works/OL10942839W	2	0	
/works/OL4089553W	2	0	
/works/OL1501512W	2	1	atfront00optigoog
/works/OL1617380W	2	1	johnangeloatwate00cham
/works/OL7657890W	2	0	
/works/OL1395773W	2	0	
/works/OL1192775W	2	0	
/works/OL32090676W	2	0	
/works/OL32850286W	2	0	
/works/OL22133683W	2	0	
/works/OL7322247W	2	0	
/works/OL1132769W	2	2	transmigrations00gueugoog
/works/OL4556923W	2	1	frenchshortstori0000unse_r1n5
/works/OL14868729W	2	2	achristmascarol01dickgoog
/works/OL201636W	2	2	talesturf00firgoog
/works/OL32133065W	2	0	
/works/OL215876W	2	2	atemperorswisha00compgoog
/works/OL2678120W	2	0	
/works/OL174632W	2	1	monte00fran
/works/OL2729622W	2	0	
/works/OL10366283W	2	0	
/works/OL1219511W	2	1	lonelyfurrow00dive
/works/OL27958428W	2	1	rightthroughpack0000darv
/works/OL39411123W	2	0	
/works/OL4341611W	2	0	
/works/OL208616W	2	1	swallownovelbase00dunbiala
/works/OL328825W	2	0	
/works/OL22119863W	2	0	
/works/OL4755129W	2	2	jpoindextercolo00cobbgoog
/works/OL6342771W	2	0	
/works/OL17762112W	2	1	enemy00ches
/works/OL11158829W	2	0	
/works/OL1456899W	2	0	
/works/OL43536816W	2	0	
/works/OL1500838W	2	2	mrbodleyabroad00scud
/works/OL139099W	2	1	campofrefuge00macf
/works/OL142075W	2	0	
/works/OL213795W	2	0	
/works/OL226916W	2	1	forblueandgoldta00lichrich
/works/OL4902731W	2	0	
/works/OL405307W	2	0	
/works/OL14848880W	2	1	vengeancetrail0000bran
/works/OL4556830W	2	1	markedmansomeepi0000camb
/works/OL4304087W	2	1	schoolforcats00aver
/works/OL17997405W	2	2	bridgeofgodsroma0000balc_o8e7
/works/OL233114W	2	1	mysterieszmniyd00compgoog
/works/OL997629W	2	0	
/works/OL235139W	2	1	cu31924022014470
/works/OL19138577W	2	0	
/works/OL1454997W	2	1	dora00spyr
/works/OL20109409W	2	0	
/works/OL17962346W	2	1	blueridgepatrols0000walk
/works/OL36933249W	2	0	
/works/OL7185329W	2	0	
/works/OL2346364W	2	2	hollypizenothers0000stua
/works/OL6682772W	2	0	
/works/OL17760245W	2	1	shipmatesinsunsh00moor_0
/works/OL6331265W	2	0	
/works/OL1425198W	2	1	wishnovel00suderich
/works/OL191627W	2	0	
/works/OL6830701W	2	1	littlenovelsofno00gibb
/works/OL17720557W	2	1	adoptingabandone00sanb
/works/OL15842696W	2	2	extraordinaryedu00best
/works/OL7652412W	2	2	seventhchristma00dawsgoog
/works/OL6321451W	2	1	emperorsphysicia0000unse
/works/OL1262001W	2	0	
/works/OL12579558W	2	1	cihm_04878
/works/OL4288944W	2	1	deathinclaimshac00sinc
/works/OL6557431W	2	1	outofclearskynov00daviiala
/works/OL237842W	2	1	itmightbestoryof00swan
/works/OL4684363W	2	0	
/works/OL7859393W	2	0	
/works/OL15843093W	2	2	gridirongrit00sain
/works/OL1795698W	2	1	dorothydeanechil00kirkiala
/works/OL2509635W	2	1	johncharxestal00curt
/works/OL668666W	2	1	ashikaristoryofs0000tani
/works/OL32454289W	2	0	
/works/OL35351590W	2	1	bwb_P8-CDL-933
/works/OL18444297W	2	0	
/works/OL4885891W	2	1	sweetmacesussexl01fenn
/works/OL4861789W	2	1	greatenglishnov00dawsgoog
/works/OL232332W	2	2	wolverinearoman00desigoog
/works/OL15392002W	2	1	flamingofeather00munr
/works/OL1794139W	2	2	kingsagent00pategoog
/works/OL7707529W	2	1	greatestheiressi00olip
/works/OL15243103W	2	1	popeofseahistori00blas
/works/OL6342761W	2	0	
/works/OL35554140W	2	0	
/works/OL1360177W	2	0	
/works/OL43043154W	2	2	bwb_KU-299-054
/works/OL15866454W	2	2	wherecarpbanners00mcga
/works/OL17765530W	2	0	
/works/OL37458933W	2	0	
/works/OL39415665W	2	0	
/works/OL249160W	2	2	idyleofwartimes00bartrich
/works/OL31968777W	2	0	
/works/OL2341605W	2	0	
/works/OL1798455W	2	1	cihm_24310
/works/OL7012122W	2	0	
/works/OL2992037W	2	0	
/works/OL10334626W	2	0	
/works/OL5140212W	2	0	
/works/OL7243353W	2	0	
/works/OL17655395W	2	1	maybartlettsstep00perr
/works/OL1523122W	2	1	drumsofmonmouth00ster
/works/OL34655818W	2	0	
/works/OL16754618W	2	1	houseofchimham00work
/works/OL1798666W	2	1	gunneraboardyank00doubiala
/works/OL6482989W	2	0	
/works/OL7433623W	2	1	onewaytrailstory00cullrich
/works/OL2346428W	2	1	keleasurfridera01twomgoog
/works/OL7420471W	2	0	
/works/OL4223269W	2	2	allamerican0000tuni
/works/OL152187W	2	1	youngfolksunclet00stow
/works/OL5198281W	2	1	lilliansimmonsor0000shac
/works/OL7859019W	2	1	fromsidestreets00wheegoog
/works/OL7693248W	2	1	fromoutthishouse0000unse
/works/OL17961202W	2	1	harbortalesdownn00dunc
/works/OL233400W	2	0	
/works/OL10800079W	2	0	
/works/OL22159043W	2	0	
/works/OL44501127W	2	0	
/works/OL8721568W	2	0	
/works/OL19680112W	2	1	martinrivas0000unse
/works/OL7664092W	2	0	
/works/OL11330458W	2	1	wahseeolalightof00stap
/works/OL2576798W	2	0	
/works/OL18462401W	2	0	
/works/OL20658377W	2	0	
/works/OL7510097W	2	1	princeofanahuach00portiala
/works/OL1539023W	2	1	mmesangtableauhi00fron
/works/OL37465814W	2	0	
/works/OL8333117W	2	0	
/works/OL16752717W	2	1	heritageofunrest00overiala
/works/OL151258W	2	1	hestercraddock0000greg
/works/OL1166781W	2	0	
/works/OL2346372W	2	2	auntamityssilver0000stua
/works/OL8608138W	2	0	
/works/OL6587047W	2	1	feastsfrolicsspe00fenn
/works/OL7017518W	2	1	olemarsanolemiss00gold
/works/OL1795081W	2	1	brothersallmores00maarrich
/works/OL247941W	2	1	toldattuxedo00emoriala
/works/OL7140459W	2	1	comprehensivesub00dixsrich
/works/OL11068051W	2	0	
/works/OL8593857W	2	2	satiricon00petr
/works/OL2103973W	2	0	
/works/OL2272814W	2	2	jewsofbarnowstor0000fran
/works/OL17462110W	2	1	forevergirl0000mcca_y9h6
/works/OL7763571W	2	0	
/works/OL6677365W	2	1	innofthatjourney0000pric
/works/OL5275283W	2	2	millerscollectin0000elli
/works/OL7442313W	2	0	
/works/OL178506W	2	0	
/works/OL2338139W	2	2	normanholt00kingrich
/works/OL79638W	2	0	
/works/OL7709539W	2	0	
/works/OL7644765W	2	0	
/works/OL32146737W	2	0	
/works/OL26792357W	2	0	
/works/OL5120888W	2	1	iamtecumseh00sala
/works/OL3569966W	2	0	
/works/OL27420999W	2	2	plainprincess0000phyl
/works/OL3244040W	2	1	imrealsantaclaus0000osth
/works/OL2160368W	2	1	inoldnarraganset00earliala
/works/OL861187W	2	2	goldenageintrans00joka
/works/OL1798517W	2	1	maidofoldnewyork00barriala
/works/OL16049196W	2	2	brideoffortune0000harn_v1v7
/works/OL4483681W	2	0	
/works/OL226530W	2	2	ralphmarloweano00naylgoog
/works/OL235776W	2	2	perfecttrib00andmar
/works/OL1527262W	2	0	
/works/OL1527833W	2	1	afamilyflightth01halegoog
/works/OL4283796W	2	0	
/works/OL12452810W	2	0	
/works/OL7204450W	2	1	theselowgrounds00turp
/works/OL15257180W	2	2	irraliesbushran00horngoog
/works/OL206977W	2	1	nevilletruemanpi00with
/works/OL43816547W	2	1	wifetochristophe0000unse
/works/OL5204205W	2	0	
/works/OL15837445W	2	2	joscelynofforts00crow
/works/OL3572830W	2	1	kingsofcarrickhi00robeiala
/works/OL7098510W	2	1	ethiopialandofpr0000adam
/works/OL28393855W	2	0	
/works/OL354705W	2	0	
/works/OL5266355W	2	0	
/works/OL15712824W	2	1	linfoolinchingbo00sowe
/works/OL8258406W	2	1	prettypollyperki00phil
/works/OL6589308W	2	1	irvingsystemnewe06irvi
/works/OL11518984W	2	1	smokybaystoryofs00stei
/works/OL4859097W	2	2	princeoffoxes00shel
/works/OL78474W	2	1	thunderingtrail00foxn
/works/OL29339865W	2	0	
/works/OL38713581W	2	0	
/works/OL6564059W	2	2	hometoindia00rama
/works/OL6288732W	2	1	havanabound0000ceci
/works/OL7199352W	2	0	
/works/OL42915216W	2	0	
/works/OL27771559W	2	0	
/works/OL29309W	2	1	goldenfleeceame00philgoog
/works/OL36966939W	2	0	
/works/OL143810W	2	0	
/works/OL7654970W	2	2	sorcerersapprent0000rich_x2g9
/works/OL162846W	2	0	
/works/OL12206705W	2	0	
/works/OL5665992W	2	1	bwb_T2-DOL-363
/works/OL7855023W	2	1	cubanamazon00dunb
/works/OL4901482W	2	2	trackswetread00lyttgoog
/works/OL6109253W	2	0	
/works/OL7134591W	2	0	
/works/OL32074245W	2	0	
/works/OL15382450W	2	0	
/works/OL7446843W	2	2	bustoflincoln00dwye
/works/OL6239166W	2	0	
/works/OL3052553W	2	0	
/works/OL39424151W	2	0	
/works/OL24432478W	2	2	beyondmarshes0000conn
/works/OL1526480W	2	2	outofbondageothe00robi
/works/OL2000571W	2	2	dimenovelsorfoll0000pear_a5q0
/works/OL1836019W	2	1	makelightofitcol00will
/works/OL5202783W	2	1	missouriyesterd00compgoog
/works/OL15357449W	2	2	cihm_33039
/works/OL182237W	2	1	eliwhitneyboymec0000snow
/works/OL96112W	2	1	forwhitechristst00bennrich
/works/OL2339064W	2	1	whiteplume00crociala
/works/OL1255355W	2	0	
/works/OL7723410W	2	1	hiramblair00tuftgoog
/works/OL18115627W	2	1	cu31924022148013
/works/OL85030W	2	0	
/works/OL6321071W	2	2	outlawsstoryofbu00armsrich
/works/OL37846776W	2	0	
/works/OL195816W	2	0	
/works/OL216467W	2	1	chechahcosourdou0000bone
/works/OL5291703W	2	0	
/works/OL2341412W	2	2	vengeancefemale00wilcgoog
/works/OL26638W	2	1	pistolpassport0000cunn
/works/OL2343161W	2	1	scoutofpearidge00dunnrich
/works/OL1106857W	2	1	tallshiponothern00bart
/works/OL7775211W	2	1	axewiththreenick0000euge
/works/OL38573691W	2	0	
/works/OL7713675W	2	1	horaciotaleofbra00fenn
/works/OL234991W	2	0	
/works/OL6663236W	2	0	
/works/OL17779796W	2	1	gardenofallah02hich
/works/OL3468612W	2	2	robinetta00mcaugoog
/works/OL16420059W	2	2	heartofmidlothia00scot1
/works/OL4014985W	2	2	inline00dudl
/works/OL257049W	2	0	
/works/OL5908155W	2	1	murderonmarsh00ferg
/works/OL104377W	2	0	
/works/OL10607845W	2	0	
/works/OL7556315W	2	0	
/works/OL13395200W	2	1	earlyamericannov0000lill
/works/OL1794774W	2	1	worldsroughhandt00whit
/works/OL5150761W	2	0	
/works/OL1618333W	2	2	countrycousinssh00ingerich
/works/OL31464182W	2	1	susannatristram0000marj
/works/OL246666W	2	0	
/works/OL32443850W	2	1	bwb_W7-CFG-943
/works/OL1492267W	2	1	04308983.2736.emory.edu
/works/OL1117823W	2	1	jesusasotherssaw0000jaco
/works/OL7443105W	2	1	royrogersoutlaws00mill
/works/OL15854961W	2	2	constancialona00malk
/works/OL1526582W	2	2	mormonmarcusking00anderich
/works/OL6572066W	2	0	
/works/OL221024W	2	2	braddockastoryf01musigoog
/works/OL19849W	2	1	childstoriesbei00kiplgoog
/works/OL3467230W	2	1	christmaswithgra0000wolf
/works/OL142224W	2	1	aladdinobrien00morriala
/works/OL7133301W	2	0	
/works/OL3346935W	2	0	
/works/OL32134076W	2	0	
/works/OL15230698W	2	1	jerusalem00lagegoog
/works/OL253019W	2	1	calabazasoramusi00browrich
/works/OL239316W	2	2	touristtalescal00isamgoog
/works/OL7203364W	2	1	victorianladynov0000parr
/works/OL7650604W	2	1	twistedtendrilst0000alic
/works/OL211460W	2	1	claudioandanita00cummrich
/works/OL7421804W	2	1	movingtarge00macd
/works/OL2765992W	2	0	
/works/OL42469341W	2	0	
/works/OL7135440W	2	2	signsinchristmas00knigiala
/works/OL219015W	2	1	godhavemercyonus0000scan
/works/OL6561512W	2	1	davidcopperfield00jack
/works/OL8756496W	2	0	
/works/OL28504155W	2	0	
/works/OL4606355W	2	1	southernhearts00wintiala
/works/OL1340630W	2	0	
/works/OL7557701W	2	0	
/works/OL137446W	2	0	
/works/OL18483251W	2	1	caseofsergeantgr0000arno_y7b6
/works/OL32093228W	2	0	
/works/OL15865371W	2	2	jeannemariehergo00phil
/works/OL1793642W	2	2	sonofolddominion00harriala
/works/OL4470204W	2	0	
/works/OL7641377W	2	0	
/works/OL1799406W	2	0	
/works/OL7678987W	2	1	momcountedsix00gard
/works/OL22129626W	2	0	
/works/OL7717027W	2	0	
/works/OL7732333W	2	0	
/works/OL7559492W	2	2	withpizarroinper00falk
/works/OL10790272W	2	0	
