oa_id	title	year	ref_count	referenced_work_ids
W1972728194	"""Dementia Americana"": Mark Twain, ""Wapping Alice,"" and the Harry K. Thaw Trial"	1988	0	
W2014625151	"""Ce n'est pas le Pérou,"" or, the Failure of Authenticity: Marginal Cosmopolitans at the Paris Universal Exhibition of 1855"	1997	1	W2029102279
W2079691325	The Making and Molding of Child Abuse	1991	0	
W1992285582	Drill and Distraction in the Yellow Submarine: On the Dominance of War in Friedrich Kittler’s Media Theory	2002	6	W2015309462|W2023048152|W2315750596|W2735424014|W2993817643|W4302231525
W1971722907	"Death by Art; Or, ""Some Men Kill You with a Six-Gun, Some Men with a Pen"""	1977	0	
W4205511532	Books of Critical Interest	2003	0	
W3170945771	Susan Stewart. <i>The Ruins Lesson: Meaning and Material in Western Culture</i>. Chicago: University of Chicago Press, 2020. 379 pp.	2021	0	
W2060279580	On Female Identity and Writing by Women	1981	0	
W2077266025	Mead's Voices: Imitation as Foundation, or, the Struggle against Mimesis	1993	0	
W1969418197	On Paul de Man's War	1989	0	
W2921200542	On the Political Ontology of the<i>Dispositif</i>	2019	19	W652950757|W1558417624|W1576929294|W1664990607|W2005989636|W2074669609|W2564857734|W2586821470|W4205686456|W4211188018|W4232006969|W4232139599|W4233706778|W4234859210|W4242579306|W4243563950|W4244935306|W4245418097|W4302519802
W2091986717	M. H. Abrams: Historian as Critic, Critic as Pluralist	1976	0	
W4241143913	Back Matter	2006	0	
W4229618883		1989	0	
W1966342814	The Winking Owl: Visual Effect and Its Art Historical Thick Description	2000	0	
W4244073066	Front Matter	1976	0	
W2904299608	The Emergence of Desire: Notes Toward a Political History of the Will	2018	7	W873705416|W1498115585|W1592096796|W1985565139|W2118099621|W2498444861|W4245508901
W4242810687	Front Matter	1975	0	
W4241315816	Books and Discs of Critical Interest	1998	0	
W3149572075	Said, Palestine, and the Humanism of Liberation	2005	0	
W2024425186	Mozart and after: The Revolution in Musical Consciousness	1981	0	
W1993327297	"""Pleasure, Sex, and Politics Belong Together"": Post-Holocaust Memory and the Sexual Revolution in West Germany"	1998	0	
W2039459038	"Lawrence's ""Götterdämmerung"": The Tragic Vision of ""Women in Love"""	1978	0	
W2061901157	Fictions of Sappho	1987	0	
W3037055370	The Forgetting and Rediscovery of Soviet Machine Translation	2020	36	W43857184|W141439837|W631283842|W1539432109|W1981008907|W1988060314|W1992171209|W1994339679|W2015241333|W2015631174|W2053674426|W2064234353|W2064398145|W2072954874|W2078695648|W2084512128|W2107697390|W2122875883|W2158676219|W2312676993|W2331160762|W2333532110|W2489588151|W2498215715|W2498326883|W2498715541|W2586320491|W2620736354|W2795403545|W3013848478|W4205325106|W4230929167|W4235612656|W4247827174|W4253789911|W6824887188
W4256396554	Front Matter	1995	0	
W1985414747	A Round of <i>Renshi</i> and the Poet as Other: An Experiment in Poesis	2011	1	W2060148427
W1989566053	Racism's Last Word	1985	0	
W4236254655		1982	0	
W4252624862	Global Comparativism	2005	0	
W2062619548	The Conflicts of the Faculty	2009	9	W220607211|W1503072451|W1608791473|W2063089089|W2894673021|W2903699373|W3135410716|W4313026744|W4388472496
W2177469336	From a Chomskian Couch: The Imperialistic Unconscious	2003	5	W1725474318|W4212815628|W4230259423|W4300652298|W4302519802
W2086243845	Unsettled Scores: Meter and Play in Two Music Poems by Browning	2014	6	W651419212|W1968859009|W2074242131|W2322281689|W4251677699|W4255156306
W4414327599	Hate, Consent, Play	2025	8	W1584031529|W2017138269|W2072253539|W2498180044|W2924994353|W4213446196|W4385587034|W4409312974
W4280573752	Peter Snowdon. <i>The People Are Not an Image: Vernacular Video After the Arab Spring</i>. New York: Verso Books, 2020. 304 pp.	2022	0	
W4242431855	In re: Paul de Man's War	1989	0	
W2519705011	André Bazin. <i>André Bazin’s New Media</i>. Trans. and ed. Dudley Andrew. Berkeley: University of California Press, 2014. 352 pp.	2016	0	
W2045565500	"Behaviorism and Deconstruction: A Comment on Morse Peckham's ""The Infinitude of Pluralism"""	1977	0	
W4242424740	Front Matter	1981	0	
W2046406166	The Architecture of Erasure	2010	6	W598331654|W2018276495|W2502816554|W4211192645|W4242053761|W4301430210
W2755964086	Mónica Amor. <i>Theories of the Nonobject: Argentina, Brazil, Venezuela, 1944–1969</i>. Berkeley, Calif: University of California Press, 2016. 344 pp.	2017	0	
W4235830499	Books of Critical Interest	1986	0	
W2921536434	Andrew Elfenbein. <i>The Gist of Reading</i>. Stanford, Calif.: Stanford University Press, 2018. 272 pp.	2019	0	
W2771401629	Auerbach and the Contradictions of Realism	2017	0	
W4200270216	Data as Symbolic Form: Datafication and the Imaginary Media of W. E. B. Du Bois	2021	4	W1591458392|W3174948019|W4240749668|W4247068950
W4308984677	Thinking on Film with Arendt and Cavell	2022	8	W1551650903|W2339793341|W2530422233|W3003747923|W4243563950|W4243813807|W4298337272|W4386312352
W1989586380	A World Too Much with Us	1975	0	
W2005142556	So... What Is Enlightenment? An Inquisition into Modernity	1994	0	
W4243434314	Editorial Note	1995	0	
W4200347694	Anahid Nersessian. <i>The Calamity Form: On Poetry and Social Life</i>. Chicago: University of Chicago Press, 2020. 240 pp.	2021	0	
W2080920582	The Uncompleted Argument: Du Bois and the Illusion of Race	1985	1	W1608365788
W3152128037	Religious Reason and Secular Affect: An Incommensurable Divide?	2009	0	
W4237299984	Volume Information	1980	0	
W2088507541	Quentin's Bogey	1985	0	
W4308984679	Reading Anew	2022	3	W2057126578|W2789885432|W2955514128
W2074964185	The No-Man's Land of Competing Patterns	1977	0	
W4246579128	Back Matter	2006	0	
W4235791488		2010	0	
W2009421930	Profession Despise Thyself: Fear and Self-Loathing in Literary Studies	1983	5	W210776159|W1483478432|W2050413787|W2087797200|W2315029654
W2069638677	Comics as Media: Afterword	2014	2	W2119941884|W2387687790
W3194361001	Harry Harootunian. <i>The Unspoken as Heritage: The Armenian Genocide and Its Unaccounted Lives</i>. Durham, N.C.: Duke University Press. 178 pp.	2021	0	
W3195437170	On the Ruins of What’s to Come, I Stand: Time and Devastation in Syrian Cultural Production since 2011	2021	18	W650195665|W1989649038|W1998329144|W2054960482|W2132880380|W2513992393|W2914235457|W2925160791|W2952811739|W2992414197|W3082868531|W3151920643|W4206205460|W4231969127|W4236291676|W4240909447|W4245730569|W6602141972
W4241686153	Seven Poems	2008	0	
W4247042650		1992	0	
W4246027285		1998	0	
W4231878093	Against Theory	1982	0	
W1992612021	The Turn to Affect: A Critique	2011	18	W98568351|W1498361129|W1975238145|W2000397189|W2001136156|W2001758378|W2002486512|W2004525459|W2033162867|W2055894321|W2059589877|W2088663555|W2151075829|W3173899014|W4214573091|W4241786887|W4252245431|W4283834748
W2089567216	Tide and Trust	1989	0	
W2971959324	Bitcoin: A Reader’s Guide (The Beauty of the Very Idea)	2019	1	W3002210510
W2049073531	Spiritual Exercises and Ancient Philosophy: An Introduction to Pierre Hadot	1990	0	
W4244604716	Front Matter	1976	0	
W2133725526	Art, Fate, and the Disciplines: Some Indicators	2009	0	
W4242212386		2003	0	
W4249730323	Volume Information	1982	0	
W3151729591	How Interactive Can Fiction Be?	2005	0	
W2019300989	Feminine Icons: The Face of Early Modern Science	1988	0	
W4237354617	Front Matter	1989	0	
W2006065485	Postwar Aesthetics: The Case of Trilling and Adorno	2014	6	W1555384554|W1589377657|W1964543437|W2130852831|W4239846373|W6637598491
W2050413787	Poet: Patriot: Interpreter	1982	0	
W4239688300		1976	0	
W2026704210	The Economy of Manichean Allegory: The Function of Racial Difference in Colonialist Literature	1985	9	W1513976349|W1570039596|W2046102091|W2055480850|W2080943250|W2088155153|W2105195764|W2334915569|W3158820556
W2808468645	Amanda Anderson. <i>Bleak Liberalism</i>. Chicago: University of Chicago Press, 2016. 192 pp.	2018	0	
W2040149667	Introduction: Daring to Dream	1990	0	
W4211002009	Books of Critical Interest	2005	0	
W1986654563	Private Irony and Public Decency: Richard Rorty's New Pragmatism	1990	0	
W1966385497	Why All the Fuss about the Body? A Medievalist's Perspective	1995	0	
W2083678877	History and Psychoanalysis	1987	0	
W4200012822	Jonathan Rauch. <i>The Constitution of Knowledge: A Defense of Truth</i>. Washington, D.C.: Brookings Institution Press, 2021. 280 pp.	2021	0	
W2070679996	Postscript (1989): To Whom It May Concern	1990	0	
W2007313248	Palestine as Symptom, Palestine as Hope: Revising Human Rights Discourse	2014	3	W1510016954|W4231877591|W4239853704
W3136377788	A Commentary on Samuel Beckett’s <i>What Where</i>	2021	2	W626105662|W4210808696
W2001505657	VEvolved Reading and the Science(s) of Literary Study: A Response to Jonathan Kramnick	2011	5	W254811102|W1988119253|W2027600189|W2044010933|W2072267104
W2079974372	What Is a Kiss? Isabel’s Moments of Decision	2005	0	
W1988562290	Response to Bill Brown	1992	0	
W4200000062	Eugene T. Richardson. <i>Epidemic Illusions: On the Coloniality of Global Public Health</i>. Cambridge, Mass.: MIT Press, 2020. 224 pp.	2021	2	W2587073673|W3017104956
W3147038680	The Ends of Theory: The Beijing Symposium on Critical Inquiry	2005	0	
W3195860014	Walt Hunter. <i>Forms of a World: Contemporary Poetry and the Making of Globalization</i>. New York: Fordham University Press, 2019. 192 pp.	2021	0	
W1991922055	Did the Seventeenth Century Invent Our Fin de Siècle? Or, the Creation of the Enlightenment That We May at Last Be Leaving behind	1996	0	
W4249310768	Back Matter	1985	0	
W2064597522	The Enchantment of Judaism: Israeli Anxieties and Puzzles	2009	0	
W4236361863	Back Matter	2000	0	
W2025127225	Canonic Books and Prohibited Books: Orthodoxy and Heresy in Religion and Culture	1976	0	
W4254561388	Books of Critical Interest	1987	0	
W3142696276	Is There Anything We Might Call Dissent in Israel? (And, If There Is, Why Isn't There?)	2006	0	
W2035529731	‘Lycidas’: A Wolf in Saint's Clothing	2009	5	W2314575260|W2501954372|W2796130881|W4239865081|W4250750863
W4238287605	Notice to Contributors	2011	0	
W1996148790	"Face, Race, and Disfiguration in Stephen Crane's ""The Monster"""	1990	0	
W2081943244	Facts and the Factitious in Natural Sciences	1991	0	
W1973498738	The Writing of Organic Fiction: A Conversation	1976	0	
W4234122483	Back Matter	1987	0	
W4214855145	Reading between Freedom and Necessity	2022	11	W2008368395|W2040493112|W2298849829|W2496609292|W2498298538|W2564892238|W2580386538|W2960155225|W3091831693|W4232089241|W4237462143
W1980202707	[Professional Harassment]: Response	2000	0	
W4239274099	Aphrodisian Chastity	1975	0	
W4249410390	Front Matter	1989	0	
W4255914316	Back Matter	2005	0	
W2604618679	Irene V. Small. <i>Hélio Oiticica: Folding the Frame</i>. Chicago: University of Chicago Press, 2015. 304 pp.	2017	0	
W2173179744	Canonizing the Canonizer: A Short History of<i>The Norton Anthology of English Literature</i>	2008	6	W2038367689|W2224085597|W2581445083|W2969140461|W4233613641|W4312764954
W4244802355	Front Matter	1999	0	
W1977768673	It Was a Dark and Stormy Night; Or, Why Are We Huddling about the Campfire?	1980	0	
W4246399879	Human Identity	1978	0	
W4256200535	Undefeated Despair	2006	0	
W1996853462	Social Dramas and Stories about Them	1980	0	
W3140101412	A Certain Impossible Possibility of Saying the Event	2007	0	
W4241063445		1980	0	
W2510128643	Noam Yuran. <i>What Money Wants: An Economy of Desire</i>. Stanford, Calif.: Stanford University Press, 2014. 320 pp.	2015	0	
W4247645885	Specific Theory	2004	0	
W4244670872	Editorial Notes	1990	0	
W4251411083		1985	0	
W4213078428	Front Matter	1993	0	
W2971629590	Nazik al-Mala’ika and the Poetics of Pan-Arabism	2019	6	W2283155979|W2797149159|W2800729771|W4238074266|W4248562305|W6779721198
W4245324336	Apophthegmata	2009	0	
W2511255885	Bernard Stiegler. <i>The Re-Enchantment of the World: The Value of Spirit against Industrial Populism</i>. Trans. by, Trevor Arthur. London: Bloomsbury, 2014. 136 pp.	2015	0	
W2028782846	Response to Charles Bernheimer	1991	0	
W2075387024	Marranos (Pigs), or from Coexistence to Toleration	1991	0	
W4242751721	Books of Critical Interest	2004	0	
W2038460565	Paths That Wind through the Thicket of Things	2001	0	
W4246732070	Back Matter	1989	0	
W2000114137	Homosexual Signs (In Memory of Roland Barthes)	1981	0	
W3117959157	Net-munity, or the Space between Us … Will Open the Future	2020	4	W2067333771|W3018023298|W4249215385|W4386344280
W4414327643	:<i>Cybernetic Capitalism: A Critical Theory of the Incommunicable</i>	2025	0	
W4292656078	What the World Says: The Ottoman Empire, Interspecies Rape, and Climate in the Little Ice Age	2022	19	W363040792|W1969793531|W1980563002|W2021969057|W2114071541|W2160897393|W2345357206|W2410443646|W2593079180|W2920906942|W2941290994|W3009900750|W4232832248|W4242676778|W4243486077|W4249441103|W4254592135|W4388056391|W6641858709
W2059210171	"Contagious Folly: ""An Adventure"" and Its Skeptics"	1991	0	
W4292656063	Transcreation and Self-Translation in Contemporary Latinx Poetry	2022	13	W1607420446|W1888276156|W1999538849|W2041436136|W2069784972|W2104679870|W2334173108|W2585927373|W4239456440|W4245182503|W4245961936|W4254898576|W4302079612
W2094732474	The Double Fate of the Classics	2009	1	W636140170
W3136578534	Kenner’s Networks	2021	4	W4231497588|W4240248068|W4246629360|W4379374841
W3194694696	Zeynep Çelik Alexander and John May. <i>Design Technics: Archaeologies of Architectural Practice</i>. Minneapolis: University of Minnesota Press, 2020. 262 pp.	2021	0	
W2061902720	Yeats, Joyce, and the Matter of Ireland	1975	0	
W2071837428	Benjamin and Wittgenstein: Signals and Affinities	1999	1	W2326166813
W2033351383	Fateful Attachments: On Collecting, Fidelity, and Lao She	2001	0	
W3117675664	Edward Branigan <i>Tracking Color in Cinema and Art: Philosophy and Aesthetics</i>. New York: Routledge, 2018. 344 pp.	2020	0	
W4229955472	Front Matter	1989	0	
W2038732029	On Art and Science: A Reply to Leonard B. Meyer	1975	0	
W4241642827	Editors' Note: Between the Monolith and the Abyss	1977	0	
W1981162893	On Seeing Walton's Great-Grandfather	1986	0	
W2036581436	The Robber in the Bedroom; Or, The Thief of Love: A Woolfian Grieving in Six Novels and Two Memoirs	1979	0	
W4256046555	Specific Theory	2004	0	
W2055127313	A Stricture on Space and Time	1978	0	
W4244122971	<i>Appetites/Sovereignty</i>	2007	0	
W2001849822	Tradition and Topoi in Medieval Literature	1976	0	
W2032767378	Redeeming Value: Obscenity and Anglo‐American Modernism	2005	10	W626320840|W2316650492|W2331520163|W2478520970|W4200539790|W4231173477|W4232640360|W4300852212|W4388060735|W6838531192
W2604300882	Jean-Marie Schaeffer. <i>Beyond Speculation: Art and Aesthetics without Myth</i>. Trans. Daffyd Roberts. Chicago: Seagull Books, 2015. 372 pp.	2017	0	
W3088379010	Jinhee Choi. <i>Reorienting Ozu: A Master and His Influence</i>. New York: Oxford University Press, 2018. 328 pp.	2020	0	
W4242991780	Editorial Note	2015	0	
W2028626222	Podsnappery, Sexuality, and the English Novel	1982	0	
W2971787252	Ramesh Srinivasan. <i>Whose Global Village? Rethinking How Technology Shapes Our World</i>. New York: New York University Press, 2017. 272 pp.	2019	0	
W1986420025	The Classic Is the Baroque: On the Principle of Wölfflin's Art History	1982	0	
W4246443857		2002	0	
W2079423336	Michel Foucault, Jean Le Bitoux, and the Gay Science Lost and Found: An Introduction	2011	2	W2049073531|W2325019974
W1968163736	Declaring the State of Israel: Declaring a State of War	2010	0	
W1975620440	Novels: Recognition and Deception	1974	10	W614858243|W1522937512|W2021246180|W2030066581|W2034914414|W2072813866|W2321716610|W2328183683|W2798784900|W3021330876
W3011501721	Political Enchantments: Aesthetic Practices and the Chinese State	2020	2	W2327101169|W2796439871
W2057466439	On the Surface of Painting	1989	0	
W2508921039	Jamie Romm. <i>Dying Every Day: Seneca at the Court of Nero</i>. New York: Knopf, 2014. 336 pp.	2015	0	
W2065767147	Whitman Justified: The Poet in 1855	1981	0	
W4241043104		1980	0	
W2032036030	Doubleness and Jazz Improvisation: Irony, Parody, and Ethnomusicology	1994	2	W2073475009|W2089982748
W1966446996	The Cunning of Recognition: A Reply to John Frow and Meaghan Morris	1999	0	
W2072324159	The Literal Message	1976	0	
W2028816258	The Ambiguities of Representation and Illusion: An E. H. Gombrich Retrospective	1984	0	
W4205981058	Front Matter	2000	0	
W2048490148	Words and Images in Modernism and Postmodernism	1989	0	
W2052130019	"""Las Meninas"" and the Paradoxes of Pictorial Representation"	1980	0	
W2713116324	Éric Alliez. <i>The Brain-Eye: New Histories of Modern Painting</i>. Trans. Robin Mackay. New York: Rowman and Littlefield, 2016. 446 pp.	2017	0	
W2057176228	Homophobia: On the Cultural History of an Idea	2000	0	
W4241178274	Editorial Notes	1985	0	
W1982174828	Storied Bodies, or Nana at Last Unveil'd	1989	0	
W2080795525	Editors' Introduction: Mirrors, Frames, and Demons: Reflections on the Sociology of Literature	1988	0	
W4241193722	Books of Critical Interest	2012	55	W86529740|W305324793|W567307945|W621736356|W1496973289|W1565966547|W2126339724|W2142507108|W2272259282|W2339435995|W2490800683|W2907038074|W2970201305|W4206229022|W4206832768|W4214701758|W4230619420|W4230935229|W4235833255|W4236014124|W4237057765|W4237896087|W4240731153|W4241214461|W4241614519|W4241625242|W4242199843|W4243345064|W4243920427|W4245528268|W4249671987|W4249781827|W4250302131|W4250334702|W4251631508|W4253055206|W4255801643|W4255829948|W4255939399|W4298677692|W4303110303|W4378383279|W6618390915|W6618406718|W6619637151|W6620893819|W6631345434|W6633854711|W6637696650|W6703402283|W6733049007|W6738278987|W6754396130|W7010283541|W7064001950
W2081900218	Lifting Our Eyes from the Page	1990	0	
W1979531267	What Color Is the Sacred?	2006	1	W2318839514
W2020425065	"People of the Book: Character in Forster's ""A Passage to India"""	1975	0	
W2331534148	Resistance, Countermemory, Justice	2014	14	W1565739688|W1861273532|W1962248464|W2107252748|W2127604487|W2246508298|W2311639559|W2324597795|W2324667884|W3104465331|W4230090493|W4249425898|W4255641873|W4406342987
W1978782085	"Pornography and Art: The Case of ""Jenny"""	1988	0	
W4206272097	Recent Books by Our Contributors	1976	0	
W2052962715	Fashion and the Homospectatorial Look	1992	0	
W1984681033	Pragmatism and Character	2003	5	W1580490102|W2013903796|W2488099203|W2904829592|W4213230306
W4280638415	Brian Winston and Matthew Winston. <i>The Roots of Fake News: Objecting to Objective Journalism</i>. New York: Routledge, 2021. 224 pp.	2022	0	
W4249020972	Books of Critical Interest	2005	0	
W4244649469	Work Theory	2005	1	W2339495938
W4230580042		1974	0	
W2755245008	Daniel M. Abramson. <i>Obsolescence: An Architectural History</i>. Chicago: University of Chicago Press, 2016. 208 pp.	2017	0	
W4230271894	Volume Information	2000	0	
W2000437620	What Ails Feminist Criticism?	1998	0	
W1982394537	Of Humans and Other Portentous Beings: On Primo Levi’s<i>Storie naturali</i>	2006	8	W583209683|W2034271568|W2224989214|W2732044112|W3161555770|W4213301714|W4256305643|W4301461015
W2562648835	The Comic Mimesis	2016	0	
W1992151813	Philosophy before the Law: Averroës's<i>Decisive Treatise</i>	2006	5	W205209114|W1982541683|W4249243056|W4367139986|W6818587111
W2077810101	Contingencies of Value	1983	1	W1592568288
W2033296412	Representing the Colonized: Anthropology's Interlocutors	1989	0	
W4239352689		1991	0	
W2071627953	Response to Peter Hulme	1993	0	
W2057842845	The Theoretical Hesitation: Benjamin's Sociological Predecessor	1999	0	
W2036074411	Mediating Intimacy: Black Surrogate Mothers and the Law	1998	0	
W1999938812	The Poems of Elizabeth Bishop	1987	0	
W3147171402	"Latitude, Slaves, and the ""Bible"": An Experiment in Microhistory"	2005	0	
W2036200210	Recognizing Schubert: Musical Subjectivity, Cultural Change, and Jane Campion’s<i>The Portrait of a Lady.</i>	2002	8	W1975099509|W1996599229|W2039661665|W2058643440|W2061197605|W4237656054|W4388216462|W6776812755
W3170267847	Microbiomimesis: Bacteria, Our Cognitive Collaborators	2021	2	W1826806098|W2180866616
W2069760494	Musical Space: A Composer's View	1981	0	
W4248214172		1981	0	
W4238709746	Prismatic Effects	1988	0	
W4249706280	Introductory Remarks	1995	0	
W2004632692	The Oedipus Problem in Freud and Lacan	1994	0	
W2042586041	"""Indians"": Textualism, Morality, and the Problem of History"	1986	0	
W1966624889	The Memo and Modernity	2004	11	W586029293|W638715384|W2002695385|W2009466745|W2014314686|W2172080111|W2537768620|W4247357073|W4250781463|W6600218270|W6601235158
W4309328264	Front Matter	2022	0	
W4238955800	Books of Critical Interest	2000	0	
W2977932119	"An Exchange on ""The Norton Anthology of English Literature"" and Sean Shesgreen: VII"	2009	0	
W4234541755	Appetites/Sovereignty	2007	0	
W4256188039		2008	0	
W4211027211	Front Matter	1978	0	
W2066073959	"""Examples Are Best Precepts"": Readers and Meanings in Seventeenth-Century Poetry"	1974	1	W1971189663
W2055976010	Who Disappoints Whom?	1989	0	
W2078638905	A Reply to Frank Kermode	1974	0	
W4238803949	Volume Information	1983	0	
W4214565559	Books of Critical Interest	1996	0	
W2053272597	Belated Occupation, Advanced Militarization: Edward Said’s Critique of the Oslo Process Revisited	2005	0	
W4236242655	Volume Information	2001	0	
W4206547150	Front Cover	2021	0	
W2076107419	Tolstoy's Absolute Language	1981	0	
W2050052222	Toward a Dialogue with Edward Said	1989	0	
W2080626457	Multiculturalism and the Politics of General Education	1993	0	
W4280571192	Joachim J. Savelsberg. <i>Knowing about Genocide: Armenian Suffering and Epistemic Struggles</i>. Berkeley: University of California Press, 2021. 264 pp.	2022	0	
W3147580307	iSpace: Printed English after Joyce, Shannon, and Derrida	2006	3	W583937060|W1631191737|W1990892256
W1993400386	(Nonsymbolic) Motion/(Symbolic) Action	1978	0	
W2018046585	IIIFacts and Moods: Reply to My Critics	2012	8	W1980698031|W1991251839|W1992612021|W1993148431|W2047905903|W4231878093|W4246523745|W6648389030
W2015876997	What Counted as Philosophy in the Italian Renaissance? The History of Philosophy, the History of Science, and Styles of Life	2012	18	W624588192|W644366255|W776603943|W1966880661|W2010768023|W2039047989|W2106845514|W2468124874|W2575199769|W2797505261|W3214179422|W4211090682|W4245542569|W4245953619|W4249420096|W4252368274|W4307603975|W6808014445
W4214850474	Max Weber’s Confucian Care of the Self	2022	13	W873705416|W2020965584|W2070674038|W2092605263|W2316383911|W2322462009|W2330761528|W2345847854|W2492701488|W4230705207|W4230739519|W4235190846|W6811237622
W4309029838	S. Pearl Brilmyer. <i>The Science of Character: Human Objecthood and the Ends of Victorian Realism</i>. Chicago: University of Chicago Press, 2022. 296 pp.	2022	0	
W2037050697	Biodegradables Seven Diary Fragments	1989	0	
W4214520095	Editorial Note	2002	0	
W3146044445	Reaction and Response	2004	0	
W4243188326	Introduction: Vol. 34 No. 5, for W. J. T. Mitchell	2008	0	
W4241732882	Psychic Television	2005	1	W6835077716
W2971812304	Can Computers Create Meanings? A Cyber/Bio/Semiotic Perspective	2019	12	W1535536445|W1916207017|W2003695338|W2008551063|W2043999653|W2166737027|W2513125193|W2735331775|W4231563569|W4244791615|W4312576455|W4388245380
W4235965065	Masthead	2019	0	
W3114649005	Anthropocene/Anthroposcene: Integrating Temporal and Spatial Aspects of Human-Planetary Interaction toward Ethical Adaptation	2020	10	W1985390484|W2005307596|W2126582119|W2139274755|W2266841352|W2899976341|W2912621708|W4233958459|W4242781879|W4249731328
W2065643611	The Offices of Homeland Security, or, Hölderlin’s Terrorism	2005	6	W188555966|W2093745967|W2138463974|W2307628155|W2492448155|W3158426974
W4243865011	Resolution	2005	0	
W2081234328	"Sign and Symbol in Hegel's ""Aesthetics"""	1982	0	
W2329168539	Aesthetics as the Transcendental Ground of Democracy	2015	1	W1533137078
W2330898576	Strauss, Jonathan. <i>Private Lives, Public Deaths: Antigone and the Invention of Individuality</i>. New York: Fordham University Press, 2013. $90.00 (cloth); $24.00 (paper). 216 pp.	2014	0	
W4245319842	Front Matter	1984	0	
W2972099214	The Planet: An Emergent Humanist Category	2019	28	W1590508999|W1627075293|W1972064083|W1976275038|W2041034261|W2042208842|W2056477540|W2118664474|W2154816885|W2294356977|W2335329062|W2335907017|W2466856611|W2519633587|W2521687677|W2523160037|W2758543359|W2791986368|W2922475657|W4231877591|W4234136926|W4244883656|W4249235693|W4249780544|W4253201870|W4255501139|W6606510659|W6680735200
W2095495312	Good with Her Hands: Women, Boxing, and Work	1999	0	
W4251397219	On the Genesis and Development of Literary Systems: Part I	1978	0	
W4239357872	Back Matter	1980	0	
W1990041125	A Note on the Current State of Humanities Scholarship	2004	0	
W2755468101	Maurizio Meloni. <i>Political Biology: Science and Social Values in Human Heredity from Eugenics to Epigenetics</i>. New York: Palgrave Macmillan, 2016. 284 pp.	2017	1	W2412578066
W1977876398	"""Far Lamps at Night"": The Poetry of J. V. Cunningham"	1983	0	
W4256288536	Standardization (Standardisation)	2018	13	W1523687673|W1967091275|W1981278110|W1998844779|W2084697422|W2093521229|W2147237504|W2484817086|W2606499077|W2699144809|W4229972742|W4240494537|W4244787211
W4245925551	Back Matter	1999	0	
W2089433379	Creativity: A Dangerous Myth	1987	0	
W2075463313	Soliciting Self-Knowledge: The Rhetoric of Susan Sontag's Criticism	1980	0	
W4292655658	William Empson. <i>Some Versions of Pastoral and Related Writings</i>, ed. Seamus Perry. New York: Oxford University Press, 2020. 453 pp., and <i>The Structure of Complex Words and Related Writings</i>, ed. Helen Thaventhiran and Stefan Collini. New York: Oxford University Press, 2020. 6114 pp.	2022	0	
W4249696994	Front Matter	1982	0	
W2070756719	IIResponse to Jeffrey J. Williams	2012	5	W1975564540|W2085988651|W3104752447|W3214703449|W4236691009
W4250317429	Back Matter	1992	0	
W3113576512	S. Rebecca Martin and Stephanie M. Langin-Hooper. <i>The Tiny and the Fragmented: Miniature, Broken or Otherwise Incomplete Objects from the Ancient World</i>. New York: Oxford University Press, 2018. 248 pp.	2020	0	
W2562436706	Hanna B. Hölling. <i>Revisions: Zen for Film</i>. Chicago: University of Chicago Press, 2015. 100 pp.	2016	0	
W1971263371	The Infinitude of Pluralism	1977	0	
W2115185558	The Ends of Theory: The Beijing Symposium on Critical Inquiry	2005	0	
W2053794511	In Defense of Song: The Contribution of Roger Sessions	1975	0	
W2080757293	Commentary in Literary Texts	1978	0	
W4229947397		1977	0	
W2012424350	"""Catcher"" in and out of History"	1977	0	
W2520002711	Babette Bärbel Tischleder. <i>The Literary Life of Things: Case Studies in American Fiction</i>. Frankfurt: Campus Verlag, 2014. 300 pp.	2016	0	
W2038663518	Notes and Exchanges	1977	0	
W4240562946	Volume Information	1999	0	
W1998895003	Moving Targets: An Interview by Danny Postel	2008	0	
W2076882893	Envisioning Capital: Political Economy on Display	1995	0	
W4238270045		1987	0	
W4411631452	:<i>Monumental Graffiti: Tracing Public Art and Resistance in the City</i>	2025	0	
W4237360628	Books of Critical Interest	2000	0	
W2041396671	How Interactive Can Fiction Be?	2005	5	W1518848481|W2066218728|W4233672258|W4319588191|W4319588497
W4414327712	:<i>Disarming Intelligence: Proust, Valéry, and Modern French Criticism</i>	2025	0	
W4236698520	Masthead	2019	0	
W3143307748	Hearing, Seeing, and Perceptual Agency	2008	0	
W4249225231	Seamus Heaney	1981	0	
W4239998068	Notice to Contributors	2010	0	
W2079816577	Third World of Theory: Enlightenment’s Esau	2008	0	
W4248025563	Kafka 007	1995	0	
W1965618823	Erwin Panofsky and Karl Mannheim: A Dialogue on Interpretation	1993	1	W2135679398
W4248907916	Back Matter	2007	0	
W2704675496	Towards a Philosophy of Care through Caregiving	2017	1	W2032875486
W3012218510	Tara McPherson. <i>Feminist in a Software Lab: Design + Difference</i>. Cambridge, Mass.: Harvard University Press, 2018. 276 pp.	2020	0	
W2143142915	Objects, Others, and Us (The Refabrication of Things)	2009	12	W1531159203|W1997473045|W2039127469|W2054249199|W2072063440|W2171674855|W2506255180|W4229678413|W4230691326|W4390008937|W4401740857|W6635273825
W2299709876	Of Images and Ills	2016	12	W628556956|W1571651207|W1586995978|W2023830271|W2483044535|W2924789562|W3082309007|W4210701441|W4247400134|W4251973784|W4254700521|W4255673347
